go .	가다 .
i was ill yesterday .	나 어제 아팠어 .
i was in the shower .	나 샤워 중이었어 .
i was just relaxing .	난 그냥 쉬고 있었어 .
i was late as usual .	평소처럼 늦었어요 .
i was like you once .	나도 한때 너 같았어 .
i was out of breath .	나는 숨이 막혔다 .
i was outraged , too .	나도 화가 났어요 .
i was overconfident .	나는 과신했다 .
i was quite nervous .	나는 꽤 긴장했다 .
i was really hungry .	정말 배가 고팠어요 .
i was really scared .	정말 무서웠어요 .
i was so humiliated .	나는 너무 굴욕감을 느꼈다 .
i was too ambitious .	나는 너무 야심적이었다 .
i was uncomfortable .	나는 불편했다 .
i washed my t-shirt .	나는 티셔츠를 세탁했다 .
i wasn't busy today .	오늘은 안 바빴어요 .
i wasn't even there .	난 거기에도 없었어 .
i wasn't in a hurry .	난 서두르지 않았어요 .
i watched the movie .	나는 영화를 보았다 .
i went into details .	나는 세부 사항에 들어갔다 .
i went to bed early .	나는 일찍 잠자리에 들었다 .
i will ask you once .	내가 한 번 물어볼게 .
i will be back soon .	곧 돌아올게요 .
i will go if you go .	네가 가면 나도 갈게 .
i will hit the sack .	나는 자루를 칠 것이다 .
i will miss you all .	나는 당신을 모두 그리워할 것이다 .
i will not help you .	나는 당신을 도와주지 않을 것입니다 .
i will stay at home .	나는 집에 있을 것이다 .
i will study german .	나는 독일어를 공부할 거예요 .
i will try it again .	다시 시도해 보겠습니다 .
i will wait outside .	난 밖에서 기다릴게 .
i wish i could swim .	수영할 수 있었으면 좋겠어 .
i wish i were wrong .	내가 틀렸으면 좋겠어 .
i wish i were young .	내가 어렸으면 좋겠어 .
i wish tom the best .	톰이 잘 되길 바라요 .
i wish tom was here .	톰이 여기 있었으면 좋았을 텐데 .
i wish you the same .	나는 당신도 같은 것을 기원합니다 .
i won't accept that .	나는 그것을 받아들이지 않을 것입니다 .
i won't do anything .	나는 아무것도 하지 않을 것이다 .
i won't do it again .	다시는 안 할 거야 .
i won't forget that .	나는 그것을 잊지 않을 것이다 .
i won't let you die .	나는 당신이 죽게 두지 않을 것입니다 .
i won't tell anyone .	아무한테도 말 안 할게 .
i won't tolerate it .	나는 그것을 용납하지 않을 것이다 .
i wonder who she is .	나는 그녀가 누구인지 궁금해요 .
i would die for you .	나는 당신을 위해 죽을 것입니다 .
i would do it again .	나는 그것을 다시 할 것이다 .
i would do the same .	나도 똑같이 할 것이다 .
i would like a room .	나는 방을 원해요 .
i would've said yes .	나는 그렇다고 대답했을 것이다 .
i wouldn't say that .	나는 그렇게 말하지 않을 것이다 .
i'd appreciate that .	그렇게 해 주시면 감사하겠습니다 .
i'd die without you .	나는 당신 없이 죽을 것입니다 .
i'd help if i could .	내가 도울 수 있다면 도와줄게 .
i'd like a city map .	나는 도시 지도를 원해요 .
i'd like a daiquiri .	나는 다이커리를 원해요 .
i'd like some shoes .	신발 좀 주세요 .
i'd like some water .	물 좀 주세요 .
i'd like to do more .	나는 더 많은 일을 하고 싶습니다 .
i'd like to do that .	나는 그렇게 하고 싶습니다 .
i'd like to go home .	집에 가고 싶어요 .
i'd like to go , too .	나도 가고 싶어 .
i'd like to see her .	나는 그녀를 보고 싶습니다 .
i'll always be here .	난 항상 여기 있을 거예요 .
i'll be back at six .	6시에 돌아올게요 .
i'll be back at ten .	10시에 돌아올게요 .
i'll be back by six .	6시까지는 돌아올게요 .
i'll be leaving now .	나는 지금 떠날 것이다 .
i'll be out of town .	나 지금 나갈 거야 .
i'll be right there .	내가 바로 거기 있을게 .
i'll bring the beer .	내가 맥주 가져올게 .
i'll buy you a beer .	내가 맥주 사줄게 .
i'll call back soon .	곧 다시 전화할게요 .
i'll call you a cab .	내가 택시 불러줄게 .
i'll call you later .	나중에 전화할게 .
i'll come back soon .	곧 다시 올게요 .
i'll come right now .	지금 당장 갈게 .
i'll do it tomorrow .	내일 할게 .
i'll do it with you .	내가 너와 함께 할게 .
i'll do my homework .	나는 숙제를 할 것이다 .
i'll drive tom home .	내가 톰을 집에 데려다 줄게 .
i'll drive you home .	내가 집까지 데려다줄게 .
i'll eat after that .	그 후에는 먹을게요 .
i'll fix your wagon .	내가 네 마차를 고쳐줄게 .
i'll get my revenge .	나는 복수할 것이다 .
i'll get used to it .	나는 그것에 익숙해질 것이다 .
i'll give him a pen .	내가 그에게 펜을 줄게 .
i'll give it a shot .	내가 한번 시도해 볼게 .
i'll give it to you .	내가 너에게 줄게 .
i'll go in a minute .	잠시 후에 갈게 .
i'll guard the door .	내가 문을 지킬게 .
i'll have skim milk .	나는 탈지유를 먹을 거야 .
i'll have some cake .	내가 케이크 좀 먹을게 .
i'll join you later .	나중에 합류하겠습니다 .
i'll kick your butt !	내가 네 엉덩이를 걷어차줄게 !
i'll lend it to you .	내가 빌려줄게 .
i'll make you happy .	내가 당신을 행복하게 해줄게요 .
i'll meet you there .	거기서 만나요 .
i'll need your help .	네 도움이 필요해 .
i'll pay my own way .	나는 내 방식대로 지불할 것이다 .
i'll see you around .	나중에 뵙겠습니다 .
i'll send it to you .	내가 너한테 보내줄게 .
i'll show you later .	나중에 보여드릴게요 .
i'll take it inside .	내가 안으로 가져갈게 .
i'll take you there .	내가 거기로 데려다줄게 .
i'll take your coat .	내가 네 코트 가져갈게 .
i'll think about it .	생각해 볼게 .
i'll wait patiently .	나는 참을성있게 기다릴 것이다 .
i'll wait till noon .	정오까지 기다릴게요 .
i'm a beginner , too .	나도 초보자야 .
i'm a light sleeper .	나는 잠이 적은 편이다 .
i'm a little hungry .	나 좀 배고파요 .
i'm a little scared .	좀 무서워요 .
i'm a married woman .	나는 기혼 여성입니다 .
i'm a perfectionist .	나는 완벽주의자예요 .
i'm a quick learner .	나는 빨리 배우는 사람이에요 .
i'm a social worker .	저는 사회복지사예요 .
i'm a sound sleeper .	나는 잠을 잘 자요 .
i'm a stranger here .	난 여기 낯선 사람이에요 .
i'm about to go out .	나 이제 곧 나갈 예정이야 .
i'm absolutely sure !	나는 절대적으로 확신합니다 !
i'm afraid of death .	나는 죽음이 두렵습니다 .
i'm afraid of dying .	나는 죽는 것이 두렵다 .
i'm against the war .	나는 전쟁에 반대합니다 .
i'm already married .	나는 이미 결혼했어요 .
i'm already retired .	난 이미 은퇴했어요 .
i'm an innocent man .	나는 결백한 사람이다 .
i'm at a truck stop .	나 트럭 정류장에 있어 .
i'm at your service .	나는 당신의 서비스에 있습니다 .
i'm bad at swimming .	나는 수영을 못해요 .
i'm behind schedule .	나 일정이 늦어졌어 .
i'm better than him .	내가 그 사람보다 나아요 .
i'm bored right now .	나 지금 심심해 .
i'm certain of that .	나는 그것을 확신합니다 .
i'm coming with you .	나는 당신과 함께 간다 .
i'm counting on you .	나는 당신을 믿고 있습니다 .
i'm crazy about you .	난 너한테 미쳤어 .
i'm doing all i can .	나는 내가 할 수 있는 모든 것을 하고 있다 .
i'm doing it myself .	내가 직접하고있어 .
i'm drafting a plan .	나는 계획 초안을 작성 중이야 .
i'm drinking a beer .	나는 맥주를 마시고 있어요 .
i'm dying of thirst .	갈증이 나서 죽겠어요 .
i'm eating an apple .	나는 사과를 먹고 있어요 .
i'm extremely happy .	나는 매우 행복합니다 .
i'm extremely tired .	나는 매우 피곤해요 .
i'm fed up with her .	난 그 사람한테 질렸어 .
i'm fine , thank you .	난 괜찮아 , 고마워요 .
i'm getting married .	나 결혼해요 .
i'm glad to be here .	여기 있어서 기뻐요 .
i'm glad to be home .	집에 돌아와서 기뻐요 .
i'm glad to hear it .	그 말을 들으니 기쁘군요 .
i'm glad to see you .	만나서 반가워요 .
i'm glad we saw tom .	톰을 만나서 기뻐요 .
i'm glad you called .	전화해주셔서 기뻐요 .
i'm going on a trip .	나는 여행을 갈거야 .
i'm going there now .	나 지금 거기로 갈 거야 .
i'm going to church .	나는 교회에 갈 거예요 .
i'm going to go now .	나는 지금 갈 예정이다 .
i'm going to prison .	난 감옥에 갈 거예요 .
i'm good at cooking .	나는 요리를 잘해요 .
i'm good at science .	나는 과학을 잘해요 .
i'm good at singing .	나는 노래를 잘해요 .
i'm happy with that .	나는 그것에 만족합니다 .
i'm in boston today .	나 오늘 보스턴에 있어 .
i'm in my apartment .	나는 내 아파트에 있어요 .
i'm in my underwear .	난 속옷을 입고 있어요 .
i'm incredibly busy .	나는 엄청나게 바빠요 .
i'm indebted to you .	나는 당신에게 빚을 졌어요 .
i'm just not hungry .	난 그냥 배고프지 않아 .
i'm kind of a loner .	나는 일종의 외톨이입니다 .
i'm learning french .	나는 프랑스어를 배우고 있어요 .
i'm leaving tonight .	나 오늘 밤에 떠날 거야 .
i'm living my dream .	나는 내 꿈을 살고 있어요 .
i'm looking for you .	나는 당신을 찾고 있습니다 .
i'm making progress .	나는 발전하고 있어요 .
i'm more than happy .	나는 정말 행복해요 .
i'm no longer tired .	더 이상 피곤하지 않아요 .
i'm not a bit tired .	나 별로 안 피곤해 .
i'm not a good liar .	나는 좋은 거짓말쟁이가 아니다 .
i'm not a scientist .	나는 과학자가 아니다 .
i'm not apologizing .	나는 사과하는 것이 아니다 .
i'm not at all busy .	나 전혀 안 바빠요 .
i'm not blaming you .	나는 당신을 비난하지 않습니다 .
i'm not busy either .	나도 안 바빠요 .
i'm not comfortable .	난 편하지 않아 .
i'm not coming back .	난 돌아오지 않을 거야 .
i'm not complaining .	나는 불평하지 않습니다 .
i'm not disagreeing .	나는 동의하지 않습니다 .
i'm not discouraged .	나는 낙담하지 않습니다 .
i'm not eating this .	나 이거 안 먹어 .
i'm not embarrassed .	난 부끄러워하지 않아요 .
i'm not going to go .	난 가지 않을 거야 .
i'm not in any pain .	난 하나도 아프지 않아 .
i'm not in the mood .	기분이 안 좋아 .
i'm not intimidated .	난 겁먹지 않아 .
i'm not leaving you .	난 당신을 떠나지 않을 거예요 .
i'm not married yet .	나는 아직 결혼하지 않았습니다 .
i'm not one of them .	나는 그들 중 하나가 아닙니다 .
i'm not presentable .	나는 외모가 좋지 않습니다 .
i'm not proud of it .	나는 그것이 자랑스럽지 않다 .
i'm not really busy .	나 별로 안 바쁘거든 .
i'm not telling you .	나는 당신에게 말하지 않습니다 .
i'm not that hungry .	나 별로 배고프지 않아 .
i'm not that stupid !	나 그렇게 멍청하진 않아 !
i'm not the manager .	나는 매니저가 아니다 .
i'm not the problem .	나는 문제가 아니다 .
i'm not very hungry .	별로 배고프지 않아 .
i'm not your father .	난 네 아버지가 아니야 .
i'm not your friend .	난 네 친구가 아니야 .
i'm on the way home .	나 집에 가는 중이야 .
i'm only a customer .	나는 단지 고객일 뿐입니다 .
i'm out of practice .	나 연습이 없어 .
i'm perfectly happy .	나는 정말 행복해요 .
i'm practising judo .	나 유도 연습 중이야 .
i'm praying for tom .	나는 톰을 위해 기도하고 있어요 .
i'm proud of my dad .	나는 우리 아빠가 자랑스러워요 .
i'm proud of my son .	나는 내 아들이 자랑스럽다 .
i'm proud of myself .	나는 나 자신이 자랑스럽다 .
i'm ready to go now .	난 이제 갈 준비가 됐어 .
i'm really not busy .	나 정말 안 바쁘거든 .
i'm right , aren't i ?	내 말이 맞아, 그렇지 ?
i'm sad without you .	너 없이는 슬프다 .
i'm scared to death .	정말 무서워요 .
i'm short of breath .	숨이 가빠요 .
i'm sick of english .	나 영어가 지겨워요 .
i'm slightly hungry .	나 좀 배고파요 .
i'm so proud of you .	나는 당신이 정말 자랑스러워요 .
i'm so sick of this .	난 이게 너무 지겨워 .
i'm sorry . i forgot .	죄송합니다 . 나는 잊었다 .
i'm still concerned .	난 아직도 걱정돼요 .
i'm still not ready .	난 아직 준비가 안됐어 .
i'm still undecided .	난 아직 결정을 못했어요 .
i'm stuck in boston .	나 보스턴에 갇혔어 .
i'm stuck in my job .	나는 내 일에 갇혀 있어요 .
i'm studying french .	나는 프랑스어를 공부하고 있어요 .
i'm taller than you .	나는 너보다 키가 크다 .
i'm the new teacher .	제가 새로 부임한 선생님이에요 .
i'm the victim here .	나는 여기서 피해자입니다 .
i'm tired of boston .	난 보스턴에 지쳤어요 .
i'm tired of losing .	나는지는 것에 지쳤습니다 .
i'm too old for tom .	나는 톰에게 너무 늙었다 .
i'm too old for you .	나는 당신에게 너무 늙었습니다 .
i'm traveling light .	나는 가볍게 여행하고 있어요 .
i'm trying to sleep .	나 자려고 노력 중이야 .
i'm used to tom now .	이제 톰에게 익숙해졌어요 .
i'm very busy today .	나 오늘은 매우 바빠요 .
i'm very frustrated .	나는 매우 좌절감을 느낍니다 .
i'm very sleepy now .	나 지금 너무 졸려 .
i'm waiting my turn .	내 차례를 기다리고 있어요 .
i'm writing a novel .	나는 소설을 쓰고 있어요 .
i'm your new lawyer .	나는 당신의 새로운 변호사입니다 .
i've been told that .	나는 그런 말을 들었습니다 .
i've borrowed a car .	나 차를 빌렸어 .
i've done it before .	나는 전에 그것을 해본 적이 있습니다 .
i've figured it out .	나는 그것을 알아 냈습니다 .
i've found the leak .	나는 누출을 발견했습니다 .
i've got a new bike .	나한테 새 자전거가 생겼어 .
i've got a question .	질문이 있어요 .
i've got my reasons .	나에겐 이유가 있어 .
i've got no worries .	난 걱정 없어요 .
i've got to do this .	난 이걸 해야 해 .
i've got to see you .	꼭 만나야 해요 .
i've lost my ticket .	나 티켓을 잃어버렸어 .
i've lost my wallet .	지갑을 잃어버렸어요 .
i've made my choice .	난 내 선택을 했어요 .
i've promised to go .	나 가기로 약속했어 .
i've read that book .	나는 그 책을 읽었습니다 .
i've said i'm sorry .	나는 미안하다고 말했다 .
i've studied french .	나는 프랑스어를 공부했어요 .
i've tried them all .	나는 그들 모두를 시도했습니다 .
is french difficult ?	프랑스어는 어렵나요 ?
is tom absent today ?	톰이 오늘 결근했어 ?
is tom on this ship ?	톰이 이 배에 탔나요 ?
is tom still aboard ?	톰은 아직 타고 있나요 ?
is tom still eating ?	톰은 아직도 식사 중인가요 ?
is any of this true ?	이게 사실인가요 ?
is anybody in there ?	거기 누구 없어요 ?
is anyone else home ?	집에 다른 사람 있어 ?
is anyone listening ?	듣고 있는 사람 있어 ?
is anyone surprised ?	놀란 사람 있어 ?
is anything missing ?	빠진 것이 있나요 ?
is college worth it ?	대학은 그만한 가치가 있나요 ?
is everybody hungry ?	다들 배고픈가요 ?
is everyone waiting ?	다들 기다리고 있어 ?
is everything ready ?	다 준비됐나요 ?
is he looking at me ?	그 사람이 나를 보고 있나요 ?
is he really coming ?	그 사람 정말 오는 거야 ?
is it a big problem ?	큰 문제인가요 ?
is it a yes or a no ?	예인가요 아니면 아니오인가요 ?
is it all necessary ?	다 필요한가요 ?
is it comprehensive ?	그것은 포괄적입니까 ?
is it far from here ?	여기서 먼가요 ?
is it getting worse ?	점점 심해지고 있나요 ?
is it going to snow ?	눈이 올까 ?
is it still raining ?	아직도 비가 오나요 ?
is it time to leave ?	이제 떠날 시간인가 ?
is it time you need ?	이제 필요한 시간인가요 ?
is my laundry ready ?	내 세탁물은 준비됐나요 ?
is that a challenge ?	그게 도전인가요 ?
is that a good idea ?	그거 좋은 생각이야 ?
is that a yes or no ?	그건 예 아니면 아니오야 ?
is that all of them ?	그게 다야 ?
is that all we need ?	그게 우리에게 필요한 전부야 ?
is that good enough ?	그거면 충분해 ?
is that one of ours ?	그거 우리꺼야 ?
is that our problem ?	그게 우리 문제야 ?
is that really true ?	그게 정말 사실인가요 ?
is that significant ?	그게 중요해 ?
is that so terrible ?	그게 그렇게 끔찍한가요 ?
is that the new guy ?	저 사람 새로 온 사람이야 ?
is that thing yours ?	그거 네 거야 ?
is that your answer ?	그게 당신의 대답인가요 ?
is that your mother ?	그 사람이 네 엄마야 ?
is that your sister ?	그 사람이 네 여동생이야 ?
is the dog swimming ?	개가 수영하고 있어요 ?
is the weather nice ?	날씨가 좋나요 ?
is this a challenge ?	이게 도전이야 ?
is this all of them ?	이게 다야 ?
is this all they do ?	이게 그들이 하는 전부야 ?
is this all we need ?	이게 우리에게 필요한 전부야 ?
is this appropriate ?	이것이 적절한가 ?
is this book boring ?	이 책이 지루해요 ?
is this good french ?	이거 프랑스어 맛있어 ?
is this jasmine tea ?	이거 자스민 차야 ?
is this permissible ?	이것이 허용됩니까 ?
is this radio yours ?	이 라디오가 네 거야 ?
is this seat vacant ?	이 자리 비어있나요 ?
is this the problem ?	이게 문제인가요 ?
is this your family ?	이 사람이 당신 가족인가요 ?
is this your letter ?	이게 당신 편지예요 ?
is this your locker ?	이게 네 사물함이야 ?
is this your pencil ?	이게 네 연필이니 ?
is this your wallet ?	이게 네 지갑이니 ?
is your father rich ?	네 아버지는 부자이신가요 ?
is your mom at home ?	엄마는 집에 계세요 ?
is your mother here ?	네 엄마가 여기 계시니 ?
isn't it profitable ?	수익성이 없나요 ?
isn't she beautiful ?	그녀는 아름답지 않나요 ?
isn't that annoying ?	그거 짜증나는 거 아니야 ?
isn't that childish ?	유치하지 않나요 ?
isn't that exciting ?	그거 흥미롭지 않아 ?
isn't that romantic ?	그거 로맨틱하지 않아 ?
it bothers me a lot .	그것은 나를 많이 괴롭힌다 .
it can be dangerous .	위험할 수 있습니다 .
it can be difficult .	어려울 수 있습니다 .
it could be anybody .	누구든지 될 수 있습니다 .
it did not come off .	그것은 떨어지지 않았다 .
it doesn't work yet .	아직 작동하지 않습니다 .
it felt pretty good .	꽤 기분이 좋았습니다 .
it happened so fast .	너무 빨리 일어났어요 .
it is a little cold .	조금 추워요 .
it is going to snow .	눈이 올 것입니다 .
it is too expensive .	너무 비싸요 .
it isn't impossible .	그것은 불가능하지 않습니다 .
it looks like a ufo .	그것은 ufo처럼 보입니다 .
it looks like a cow .	그것은 소처럼 보인다 .
it makes me nervous .	그것은 나를 긴장하게 만든다 .
it may rain tonight .	오늘 밤에는 비가 올 수도 있습니다 .
it may well be true .	그것은 사실일지도 모른다 .
it might be a shark .	상어일 수도 있어요 .
it never snows here .	이곳에는 눈이 내리지 않습니다 .
it often rains here .	여기는 비가 자주 와요 .
it often snows here .	이곳에는 눈이 자주 내립니다 .
it really bugged me .	정말 짜증났어요 .
it serves you right .	그것은 당신에게 맞는 서비스를 제공합니다 .
it smells delicious .	맛있는 냄새가 난다 .
it snowed all night .	밤새도록 눈이 내렸습니다 .
it snowed yesterday .	어제 눈이 내렸어요 .
it tastes very good .	맛이 아주 좋아요 .
it took all evening .	저녁 내내 걸렸어요 .
it uses solar power .	그것은 태양 에너지를 사용합니다 .
it was a busy night .	바쁜 밤이었다 .
it was a close game .	그것은 아슬아슬한 경기였다 .
it was a compromise .	그것은 타협이었습니다 .
it was a dark night .	어두운 밤이었다 .
it was a good movie .	좋은 영화였습니다 .
it was a great trip .	정말 좋은 여행이었어요 .
it was a hot debate .	뜨거운 논쟁이었습니다 .
it was a lot of fun .	정말 재미 있었어요 .
it was a nice party .	좋은 파티였어요 .
it was a nice story .	좋은 이야기였습니다 .
it was a tough race .	힘든 경주였습니다 .
it was a wild night .	그것은 거친 밤이었다 .
it was all worth it .	그만한 가치가있었습니다 .
it was almost funny .	그것은 거의 재미있었다 .
it was excruciating .	그것은 극심했다 .
it was fairly funny .	꽤 재밌었어요 .
it was fine all day .	하루 종일 괜찮았어요 .
it was getting dark .	어두워지고 있었다 .
it was hard as rock .	그것은 바위처럼 단단했다 .
it was his decision .	그것은 그의 결정이었습니다 .
it was just a dream .	그것은 단지 꿈이었다 .
it was just a fling .	그건 그냥 장난이었어 .
it was just a hunch .	그것은 단지 직감이었습니다 .
it was light enough .	충분히 가벼웠어요 .
it was like a dream .	꿈 같았어요 .
it was not my fault .	그건 내 잘못이 아니었어 .
it was only a dream .	그것은 단지 꿈일 뿐이었다 .
it was pretty scary .	꽤 무서웠어요 .
it was rather funny .	그것은 오히려 재미있었다 .
it was really close .	정말 가까웠어요 .
it was really funny .	정말 재밌었어요 .
it was really weird .	정말 이상했어요 .
it was seven thirty .	7시 30분이었다 .
it was the only way .	그것이 유일한 방법이었습니다 .
it was unbelievable .	믿을 수 없었습니다 .
it was very painful .	그것은 매우 고통스러웠습니다 .
it was worth trying .	시도해 볼 가치가있었습니다 .
it was your mistake .	그것은 당신의 실수였습니다 .
it wasn't a bad day .	나쁜 날은 아니 었습니다 .
it wasn't a request .	그것은 요청이 아니었습니다 .
it wasn't expensive .	비싸지 않았어요 .
it wasn't just luck .	그것은 단지 행운이 아니었습니다 .
it wasn't just that .	그것만이 아니었습니다 .
it wasn't that cold .	그다지 춥지 않았어요 .
it worked perfectly .	그것은 완벽하게 작동했습니다 .
it works like magic .	그것은 마술처럼 작동합니다 .
it would be perfect .	그것은 완벽할 것입니다 .
it'll be our secret .	그건 우리의 비밀이 될 거예요 .
it'll come in handy .	그것은 도움이 될 것입니다 .
it'll probably rain .	아마 비가 올 거야 .
it'll rain for sure .	분명 비가 올 거야 .
it'll snow tomorrow .	내일은 눈이 올 거예요 .
it's saturday today .	오늘 토요일이야 .
it's a big decision .	그것은 큰 결정이다 .
it's a brain-teaser .	그것은 두뇌 티저입니다 .
it's a comedy movie .	코미디 영화예요 .
it's a dreary place .	그곳은 음울한 곳이야 .
it's a gorgeous day .	정말 멋진 날이에요 .
it's a huge mistake .	그것은 큰 실수입니다 .
it's a huge problem .	그것은 큰 문제입니다 .
it's a little dated .	조금 오래됐어요 .
it's a little nasty .	좀 심해요 .
it's a little scary .	조금 무섭습니다 .
it's a nice thought .	좋은 생각이에요 .
it's a perfect trap .	완벽한 함정이야 .
it's a popular idea .	그것은 대중적인 아이디어입니다 .
it's a real bargain .	정말 특가네요 .
it's a slippery one .	그것은 미끄러운 것입니다 .
it's a world record .	그것은 세계 기록이다 .
it's after midnight .	자정이 넘었어요 .
it's all a big joke .	그것은 모두 큰 농담입니다 .
it's all new for me .	나에게는 모든 것이 새로운 것입니다 .
it's all or nothing .	그것은 전부 아니면 아무것도 아니다 .
it's all your fault .	그건 다 네 잘못이야 .
it's already eleven .	벌써 11시야 .
it's an inside joke .	그것은 내부 농담입니다 .
it's an old picture .	오래된 사진이에요 .
it's an older model .	오래된 모델이에요 .
it's as cold as ice .	얼음처럼 차갑습니다 .
it's being arranged .	정리중입니다 .
it's cold out there .	밖은 춥습니다 .
it's dangerous here .	여기는 위험해요 .
it's extremely ugly .	그것은 매우 추악합니다 .
it's free of charge .	그것은 무료입니다 .
it's getting larger .	점점 커지고 있어요 .
it's hard to choose .	선택하기가 어렵습니다 .
it's his first time .	그 사람은 처음이에요 .
it's just a fantasy .	그것은 단지 환상 일뿐입니다 .
it's just a placebo .	그것은 단지 위약일 뿐입니다 .
it's just not right .	그건 옳지 않아요 .
it's kind of boring .	좀 지루해요 .
it's mine , not hers .	그것은 내 것이지 그녀의 것이 아닙니다 .
it's neat and clean .	깔끔하고 깨끗해요 .
it's never too late .	너무 늦지 않았습니다 .
it's non-refundable .	환불이 불가능합니다 .
it's not a big deal .	그것은 큰 문제가 아니다 .
it's not about that .	그것에 관한 것이 아닙니다 .
it's not about them .	그것은 그들에 관한 것이 아닙니다 .
it's not cold today .	오늘은 춥지 않아요 .
it's not impossible .	불가능하지 않습니다 .
it's not irrelevant .	그것은 무관하지 않습니다 .
it's not my concern .	그건 내 관심사가 아니야 .
it's not negotiable .	그것은 협상할 수 없습니다 .
it's not real money .	그것은 진짜 돈이 아닙니다 .
it's not ridiculous .	말도 안 돼요 .
it's not safe there .	거긴 안전하지 않아 .
it's not spring yet .	아직 봄이 아니예요 .
it's not subjective .	그것은 주관적이지 않습니다 .
it's not the answer .	그것은 대답이 아닙니다 .
it's not worth much .	별로 가치가 없습니다 .
it's not your fault .	그것은 당신의 잘못이 아닙니다 .
it's not your style .	그것은 당신의 스타일이 아닙니다 .
it's old and clunky .	낡고 투박해요 .
it's only temporary .	그것은 일시적일 뿐입니다 .
it's really awesome .	정말 굉장해요 .
it's slightly windy .	바람이 조금 불어요 .
it's still in limbo .	아직 불명예에 빠져 있어요 .
it's stuffy in here .	여기가 답답해요 .
it's time to get up .	일어날 시간이야 .
it's time-consuming .	시간이 많이 걸립니다 .
it's too hot inside .	내부가 너무 덥습니다 .
it's totally normal .	그것은 완전히 정상입니다 .
it's unbearably hot .	참을 수 없을 정도로 덥습니다 .
it's useless to try .	시도하는 것은 쓸모가 없습니다 .
it's very beautiful .	매우 아름답습니다 .
it's very dangerous .	매우 위험합니다 .
it's very different .	그것은 매우 다릅니다 .
it's very effective .	그것은 매우 효과적입니다 .
it's very expensive .	그것은 매우 비싸다 .
it's very hot today .	오늘은 매우 덥습니다 .
it's your lucky day .	오늘은 당신의 행운의 날입니다 .
it's your only shot .	그것은 당신의 유일한 기회입니다 .
japanese are asians .	일본인은 아시아인이다 .
jesus answered them .	예수께서 그들에게 대답하셨다 .
jupiter is a planet .	목성은 행성이다 .
just follow my lead .	그냥 내 리드를 따르세요 .
just give it a shot .	그냥 한번 시도해 보세요 .
just leave me alone .	그냥 날 내버려둬 .
just relax a moment .	잠시만 쉬세요 .
keep going straight .	계속 직진하세요 .
keep me in the loop .	나에게 계속 소식을 알려주세요 .
keep your eyes open .	눈을 뜨고 있으세요 .
keep your gun handy .	총을 편리하게 보관하십시오 .
kids can be so mean .	아이들은 너무 심술궂을 수 있어요 .
lay it on the table .	그것을 테이블 위에 놓으십시오 .
leave out this word .	이 단어는 생략하세요 .
leave the door open .	문을 열어 두십시오 .
let me do it my way .	내 방식대로 하게 해주세요 .
let me explain this .	이것을 설명하겠습니다 .
let me pay my share .	내 몫을 지불하겠습니다 .
let me win for once .	한 번만 이기게 해주세요 .
let's call for help .	도움을 요청하자 .
let's call it a day .	하루라고 부르자 .
let's check the map .	지도를 확인해 보자 .
let's clean this up .	이걸 정리하자 .
let's do the dishes .	설거지를 하자 .
let's do this later .	나중에 해보자 .
let's end this fast .	빨리 끝내자 .
let's focus on that .	그것에 집중하자 .
let's get some food .	음식 좀 먹자 .
let's give it a try .	한번 시도해 보자 .
let's go out to eat .	나가서 먹자 .
let's go to a movie .	영화 보러 가자 .
let's have some fun .	좀 즐겨보자 .
let's keep in touch .	계속 연락하자 .
let's leave tonight .	오늘 밤에 떠나자 .
let's make it brief .	간략하게 설명하겠습니다 .
let's move the sofa .	소파를 옮기자 .
let's not overreact .	과민반응하지 말자 .
let's order a pizza .	피자를 주문하자 .
let's play baseball !	야구하자 !
let's play baseball .	야구하자 .
let's rest a little .	좀 쉬자 .
let's sit down here .	여기 앉자 .
let's speak english .	영어로 말하자 .
let's start at 2:30 .	2시 30분부터 시작하자 .
let's start tonight .	오늘 밤부터 시작하자 .
let's talk about it .	그것에 대해 이야기합시다 .
let's try something .	뭔가 시도해 보자 .
let's try this cake .	이 케이크를 먹어보자 .
let's watch tv here .	여기서 TV를 보자 .
let's watch a movie .	영화를 보자 .
life has just begun .	인생은 이제 막 시작되었습니다 .
life is not all fun .	인생은 재미가 없습니다 .
life is not perfect .	인생은 완벽하지 않습니다 .
look at tom's shoes .	톰의 신발 좀 보세요 .
look at the picture .	사진을 보세요 .
look out the window .	창밖을 보세요 .
look under the seat .	좌석 아래를 보세요 .
look , i'll show you .	봐봐, 내가 보여줄게 .
love is not a crime .	사랑은 범죄가 아니다 .
love your neighbors .	이웃을 사랑하세요 .
make an appointment .	약속을 잡다
make another choice .	다른 선택을 하세요 .
many people do this .	많은 사람들이 이렇게 합니다 .
mary is my fiancée .	메리는 내 약혼자예요 .
may i ask your name ?	이름을 물어봐도 될까요 ?
may i be of service ?	제가 도와드릴까요 ?
may i drink alcohol ?	술을 마셔도 될까요 ?
may i eat something ?	뭐 좀 먹어도 될까요 ?
may i eat that cake ?	나 그 케이크 먹어도 돼 ?
may i eat this cake ?	이 케이크 먹어도 될까요 ?
may i have a napkin ?	냅킨 하나 주시겠어요 ?
may i interrupt you ?	방해해도 될까요 ?
may i say something ?	제가 뭐라도 말해도 될까요 ?
may i set the table ?	제가 테이블을 차려도 될까요 ?
may i take a shower ?	샤워해도 될까요 ?
