go .	가다 .
no one's working .	아무도 일하지 않아요 .
no pain , no gain !	고통도 없고 이득도 없다 !
no pain , no gain .	고통도 없고 이득도 없습니다 .
nobody does that .	아무도 그렇게 하지 않습니다 .
nobody likes tom .	아무도 톰을 좋아하지 않아 .
nobody likes her .	아무도 그녀를 좋아하지 않아요 .
nobody likes war .	아무도 전쟁을 좋아하지 않습니다 .
nobody likes you .	아무도 당신을 좋아하지 않아요 .
nobody loves war .	아무도 전쟁을 좋아하지 않습니다 .
nobody must know .	아무도 몰라야 합니다 .
nobody remembers .	아무도 기억하지 않습니다 .
nobody showed up .	아무도 나타나지 않았습니다 .
nobody will know .	아무도 모를 거예요 .
nobody's perfect .	누구도 완벽하지 않습니다 .
nothing happened .	아무 일도 일어나지 않았습니다 .
now i understand .	이제 이해가 되네요 .
now i'm done for .	이제 난 끝났어 .
obey your father .	네 아버지에게 순종하라 .
oh no , not again !	아뇨, 또 안 돼요 !
oh , i'm so sorry .	아, 정말 미안해요 .
oil is expensive .	기름은 비싸다 .
open the windows .	창문을 열어라 .
open these doors .	이 문을 열어라 .
our kids are fat .	우리 아이들은 뚱뚱해요 .
our team can win .	우리 팀이 이길 수 있어요 .
our team may win .	우리 팀이 이길 수도 있어요 .
pass me the salt .	나에게 소금을 건네주세요 .
pass me the wine .	나에게 와인을 건네줘 .
people are dying .	사람들이 죽어가고 있어요 .
people will talk .	사람들은 말할 것입니다 .
pets are allowed .	애완동물은 허용됩니다 .
please answer me .	대답해주세요 .
please be honest .	솔직하게 말해주세요 .
please be polite .	예의를 갖추세요 .
please come here .	여기로 와주세요 .
please copy this .	이것을 복사해주세요 .
please don't ask .	묻지 마세요 .
please don't cry .	제발 울지 마세요 .
please don't die !	제발 죽지 마세요 !
please don't die .	제발 죽지 마세요 .
please follow me .	저를 따라오세요 .
please phone him .	그에게 전화해 주세요 .
please sign here .	여기에 서명해주세요 .
please sit still .	가만히 앉아주세요 .
please try again .	다시 시도해 주세요 .
please wait here .	여기서 기다려주세요 .
prepare yourself .	스스로 준비하세요 .
pump up the tire .	타이어에 펌프질을 하세요 .
put on your coat .	코트를 입으세요 .
put your mask on .	마스크를 쓰세요 .
quit complaining .	그만 불평하세요 .
quit hassling me .	나를 귀찮게 하지 마세요 .
rabbits can swim .	토끼는 수영을 할 수 있어요 .
raise your hands .	손을 들어보세요 .
read the article .	기사를 읽어보세요 .
red wine , please .	레드 와인 주세요 .
respect yourself .	자신을 존중하십시오 .
rome is in italy .	로마는 이탈리아에 있어요 .
roses smell good .	장미향이 좋다 .
say it in french .	프랑스어로 말해 보세요 .
school is boring .	학교는 지루해요 .
school's not fun .	학교는 재미없어 .
search the house .	집을 수색해 보세요 .
see for yourself .	직접 확인하십시오 .
see you at lunch .	점심때 보자 .
see you in class .	수업시간에 봐요 .
see you tomorrow .	내일 봐요 .
shall i continue ?	계속할까요 ?
shall i help you ?	내가 도와드릴까요 ?
she attacked him .	그녀는 그를 공격했다 .
she became happy .	그녀는 행복해졌습니다 .
she began crying .	그녀는 울기 시작했다 .
she betrayed you .	그녀는 당신을 배신했습니다 .
she defeated him .	그녀는 그를 이겼다 .
she despises him .	그녀는 그를 경멸합니다 .
she did it again .	그녀가 또 그랬어 .
she didn't reply .	그녀는 대답하지 않았습니다 .
she died from tb .	그녀는 결핵으로 사망했습니다 .
she died in 1960 .	그녀는 1960년에 사망했습니다 .
she disliked him .	그녀는 그를 싫어했다 .
she divorced him .	그녀는 그와 이혼했다 .
she does know it .	그녀는 그것을 알고 있습니다 .
she has dry hair .	그녀는 머리가 건조해요 .
she has no shame .	그녀는 부끄러움이 없습니다 .
she has wet hair .	그녀는 젖은 머리를 가지고 있어요 .
she idolized him .	그녀는 그를 우상화했다 .
she insulted him .	그녀는 그를 모욕했다 .
she is a pianist .	그녀는 피아니스트예요 .
she is a student .	그녀는 학생이에요 .
she is easygoing .	그녀는 태평해요 .
she is mad at me .	그녀는 나에게 화가 났다 .
she is no beauty .	그녀는 미인이 아니다 .
she is not wrong .	그녀는 틀리지 않았습니다 .
she is obstinate .	그녀는 고집이 세다 .
she is on a diet .	그녀는 다이어트 중이에요 .
she is very busy .	그녀는 매우 바빠요 .
she is very wise .	그녀는 매우 현명하다 .
she just told me .	그녀는 방금 나에게 말했다 .
she kept working .	그녀는 계속 일했어요 .
she lost her way .	그녀는 길을 잃었습니다 .
she made a scene .	그녀는 장면을 만들었습니다 .
she made him cry .	그녀는 그를 울게 만들었습니다 .
she may not come .	그녀는 오지 않을 수도 있습니다 .
she must be sick .	그녀는 아픈 게 틀림없어 .
she put on socks .	그녀는 양말을 신었다 .
she rejected him .	그녀는 그를 거부했습니다 .
she repulses him .	그녀는 그를 격퇴한다 .
she rode a camel .	그녀는 낙타를 탔어요 .
she said goodbye .	그녀는 작별 인사를 했어요 .
she smokes a lot .	그 사람은 담배를 많이 피워요 .
she spoke wisely .	그녀는 현명하게 말했다 .
she stared at me .	그녀는 나를 쳐다보았다 .
she startled him .	그녀는 그를 놀라게 했다 .
she stood by him .	그녀는 그 옆에 서 있었다 .
she studies hard .	그녀는 열심히 공부해요 .
she surprised me .	그녀는 나를 놀라게 했다 .
she talked a lot .	그녀는 말을 많이 했어요 .
she took my hand .	그녀는 내 손을 잡았다 .
she was homesick .	그녀는 향수병에 걸렸습니다 .
she was in agony .	그녀는 괴로워하고 있었습니다 .
she was promoted .	그녀는 승진했습니다 .
she was swimming .	그녀는 수영을 하고 있었어요 .
she wore glasses .	그녀는 안경을 썼다 .
she worships him .	그녀는 그를 숭배합니다 .
she's a bad liar .	그 사람은 나쁜 거짓말쟁이야 .
she's nice to me .	그녀는 나에게 친절해요 .
she's not a liar .	그녀는 거짓말쟁이가 아닙니다 .
she's very upset .	그녀는 매우 화가 났어요 .
shots were fired .	총격이 발사되었습니다 .
should we cancel ?	취소할까 ?
show us the room .	우리에게 방을 보여주세요 .
shut that boy up .	그 아이 닥쳐 .
sit down with me .	나랑 같이 앉자 .
sit down , please .	앉으세요 .
so what happened ?	그래서 무슨 일이 일어났나요 ?
some pitied them .	어떤 사람들은 그들을 불쌍히 여겼습니다 .
somebody laughed .	누군가 웃었다 .
somebody saw you .	누군가 당신을 봤어요 .
someone is lying .	누군가 거짓말을 하고 있어요 .
someone screamed .	누군가 비명을 질렀다 .
someone was here .	누군가 여기 있었어요 .
someone's coming .	누군가 오고 있어요 .
something bit me .	뭔가가 나를 물었다 .
something stinks .	뭔가 냄새가 난다 .
sorry about that .	미안해요 .
sorry to be late .	늦어서 죄송해요 .
sorry , i am late .	미안, 늦었어 .
spiders scare me .	거미가 무서워요 .
spit it out , tom .	뱉어내 , 탐 .
spring is coming .	봄이 오고 있어요 .
stand up , please .	일어서세요 .
stay in your car .	차 안에 있어 .
stay out of this .	이것에서 벗어나십시오 .
stay right there .	거기 있어 .
stop being cruel .	잔인하게 굴지 마세요 .
stop right there .	거기 멈춰 .
stop showing off !	그만 자랑해 !
stop the car now .	지금 차를 멈춰라 .
summer has ended .	여름이 끝났습니다 .
summer is coming .	여름이 다가오고 있습니다 .
swimming is easy .	수영은 쉽습니다 .
take tom outside .	톰을 밖으로 데리고 나가세요 .
tell dad to come .	아빠한테 오라고 말해 .
tell tom to wait .	톰에게 기다리라고 말해 .
tell him to wait .	그에게 기다리라고 하세요 .
tell me about it !	그것에 대해 말해봐 !
tell me about it .	그것에 대해 말해봐 .
thank you kindly .	친절하게 감사드립니다 .
thanks a million .	백만 감사합니다 .
thanks very much .	정말 고마워요 .
that book is old .	그 책은 오래됐어요 .
that car is hers .	그 차는 그녀 것이에요 .
that didn't help .	그건 도움이 안 됐어요 .
that didn't work .	그건 작동하지 않았습니다 .
that explains it .	그게 설명이에요 .
that helps a bit .	그게 조금 도움이 돼요 .
that helps a lot .	그게 많이 도움이 돼요 .
that is a pencil .	그건 연필이에요 .
that is not true .	그것은 사실이 아닙니다 .
that isn't a cat .	저건 고양이가 아니야…
that made me cry .	그게 나를 울게 만들었어요…
that made me mad .	그게 나를 화나게 했어요 .
that makes sense .	그게 말이 되네요 .
that plan failed .	그 계획은 실패했습니다 .
that seems clear .	그건 분명한 것 같아요 .
that seems right .	그 말이 맞는 것 같아요 .
that smells nice .	그거 냄새 좋은데 .
that sounds fair .	그거 공평한 것 같은데…
that was a shock .	그것은 충격이었습니다 .
that was amazing .	정말 놀라웠어요 .
that was awesome .	정말 굉장했어요 .
that was my goal .	그게 내 목표였어 .
that was nothing .	그건 아무것도 아니었어 .
that was obvious .	그건 분명했다 .
that was so cool .	정말 멋졌어 .
that wasn't good .	그건 좋지 않았어요 .
that wasn't nice .	그건 좋지 않았어요 .
that will not do .	그건 안 돼 .
that's a big one .	그건 큰 일이야 .
that's a mistake .	그건 실수야 .
that's a promise .	그건 약속이에요 .
that's about all .	그게 전부입니다 .
that's all i ask .	그게 내가 묻는 전부야 .
that's all i did .	그게 내가 한 전부야 .
that's all i got .	그게 내가 가진 전부야 .
that's all i saw .	그게 내가 본 전부야 .
that's all wrong .	그건 다 틀렸어 .
that's avoidable .	그것은 피할 수 있습니다 .
that's beautiful .	정말 아름답습니다 .
that's blackmail .	그건 협박이에요 .
that's brilliant !	정말 훌륭해요 !
that's dangerous .	그거 위험해요…
that's expensive .	그거 비싸요 .
that's fantastic .	정말 환상적이에요 .
that's hilarious .	그거 재밌네요 .
that's his house .	그게 그 사람 집이야 .
that's how it is .	그것이 바로 그 방법입니다 .
that's idle talk .	그건 쓸데없는 얘기야 .
that's important .	그게 중요해요 .
that's ludicrous .	말도 안 되는 소리야 .
that's my affair .	그게 내 일이야 .
that's no excuse .	그건 변명의 여지가 없습니다 .
that's no secret .	그건 비밀이 아닙니다 .
that's not a job .	그건 직업이 아니야 .
that's not funny .	그거 재미없어 .
that's not wrong .	그건 틀리지 않아 .
that's not yours .	그건 당신 것이 아닙니다 .
that's our fault .	그건 우리 잘못이에요 .
that's our house .	그게 우리 집이야 .
that's so ironic .	정말 아이러니하네요 .
that's so tragic .	정말 비극적이에요 .
that's so untrue .	그건 정말 사실이 아닙니다 .
that's the limit .	그게 한계야 .
that's the point .	그게 요점이야 .
that's troubling .	그게 문제야 .
that's true , too .	그것도 사실이야 .
that's upsetting .	그거 정말 속상해요 .
that's very cute .	정말 귀엽네요 .
that's very easy .	그건 아주 쉽습니다 .
that's very good .	아주 좋아요 .
that's very hard .	그거 정말 힘들어요 .
that's very kind .	정말 친절해요 .
that's very true .	그건 정말 사실이에요 .
that's your duty .	그게 당신의 의무입니다 .
that's your half .	그게 당신의 반쪽이에요 .
the tv is broken .	TV가 고장났어요 .
the answer is no .	대답은 '아니요'입니다 .
the answer's yes .	대답은 '예'입니다 .
the apple is red .	사과는 빨갛다 .
the bill , please .	계산서를 주세요 .
the bird is dead .	새가 죽었어 .
the book is easy .	책은 쉽다 .
the book is here .	책은 여기 있어요 .
the book is mine .	그 책은 내 꺼야 .
the bus was full .	버스는 가득 찼다 .
the car is ready .	차가 준비됐어요 .
the cat is black .	고양이는 검은색이에요 .
the curtain fell .	커튼이 떨어졌다 .
the curtain rose .	커튼이 올랐다 .
the dog is dying .	개가 죽어가고 있어요 .
the dog is white .	개는 흰색이에요 .
the dog was dead .	그 개는 죽었어 .
the dogs are wet .	개들이 젖어 있어요 .
the door creaked .	문이 삐걱거렸다 .
the door is open .	문이 열려 있어요 .
the doors opened .	문이 열렸습니다 .
the food is cold .	음식이 차갑습니다 .
the game is over .	게임은 끝났습니다 .
the joke's on us .	농담은 우리에게 있습니다 .
the jury is hung .	배심원은 교수형에 처해 있습니다 .
the light is off .	불이 꺼져 있습니다 .
the light is out .	불이 나갔어 .
the light was on .	불이 켜져 있었어요 .
the line is busy .	통화 중입니다 .
the man is right .	그 사람 말이 맞아요 .
the mass is over .	미사가 끝났습니다 .
the milk is sour .	우유가 시큼해요 .
the night is hot .	밤은 뜨겁다 .
the pain is gone .	고통은 사라졌습니다 .
the party's over .	파티는 끝났어 .
the pool is full .	수영장이 가득 찼어요 .
the rest is easy .	나머지는 쉽습니다 .
the room is dark .	방은 어둡다 .
the sea is rough .	바다는 거칠다 .
the sea was calm .	바다는 잔잔했다 .
the sky is clear .	하늘은 맑다 .
the sky was dark .	하늘은 어두웠다 .
the sky was gray .	하늘은 회색이었다 .
the soup is cold .	수프가 차가워요 .
the switch is on .	스위치가 켜져 있습니다 .
the tank is full .	탱크가 가득 찼습니다 .
the towel is wet .	수건이 젖었어요 .
the twins smiled .	쌍둥이는 웃었다 .
the water is hot .	물이 뜨겁다 .
the water is icy .	물이 차가워요 .
the water's cold .	물이 차갑다 .
the water's warm .	물이 따뜻해요 .
the well ran dry .	우물이 말랐다 .
there are limits .	한계가 있습니다 .
there aren't any .	.
there is no hope .	희망이 없습니다 .
there's no doubt .	의심의 여지가 없습니다 .
there's no guard .	경비원이 없습니다 .
there's no hurry .	서두르지 마세요 .
there's no knife .	칼은 없어요 .
there's no limit .	제한은 없습니다 .
there's no money .	돈이 없어요 .
there's no proof .	증거가 없습니다 .
there's no sugar .	설탕이 없어요 .
there's no water .	물이 없어요 .
these are my cds .	이건 내 CD야 .
they all changed .	그들 모두는 변했습니다 .
they all cheated .	그들은 모두 속였습니다 .
they all cheered .	그들 모두는 환호했다 .
they all drowned .	그들 모두는 익사했습니다 .
they all entered .	그들 모두는 들어갔다 .
they all scoffed .	그들 모두는 비웃었다 .
they all stopped .	그들 모두는 멈췄다 .
they all watched .	그들 모두는 지켜보았다 .
they are russian .	그들은 러시아 사람이에요 .
they are arguing .	그들은 논쟁 중입니다 .
they are artists .	그들은 예술가입니다 .
they are doctors .	그들은 의사입니다 .
they are singers .	그들은 가수입니다 .
they blocked her .	그들은 그녀를 차단했습니다 .
they calmed down .	그들은 진정되었습니다 .
they deceived us .	그들은 우리를 속였습니다 .
they deserved it .	그들은 그럴 자격이 있었다 .
they despise you .	그들은 당신을 경멸합니다 .
they didn't know .	그들은 몰랐습니다 .
they disappeared .	그들은 사라졌다 .
they go shopping .	그들은 쇼핑하러 간다 .
they got married .	그들은 결혼했어요 .
they grew closer .	그들은 더 가까워졌습니다 .
they had no food .	그들에게는 음식이 없었습니다 .
they have a plan .	그들에게는 계획이 있습니다 .
they lied to you .	그들은 당신에게 거짓말을 했어요 .
they like apples .	그 사람들은 사과를 좋아해요 .
they live nearby .	그들은 근처에 산다 .
they love coffee .	그들은 커피를 좋아해요 .
they made her go .	그들은 그녀를 가게 만들었습니다 .
they saw nothing .	그들은 아무것도 보지 못했습니다 .
they took a walk .	그들은 산책을 했다 .
they trusted you .	그들은 당신을 믿었습니다 .
they were hungry .	그들은 배고팠다 .
they work for me .	그들은 나를 위해 일합니다 .
they'll kill you .	그들은 당신을 죽일 것입니다 .
they'll remember .	그들은 기억할 것입니다 .
they're all dead .	다들 죽었어 .
they're all fake .	그것들은 모두 가짜예요 .
they're all gone .	모두 사라졌어요 .
they're all here .	다들 여기 있어요 .
they're all mine .	그것들은 모두 내 꺼야 .
they're all nuts .	그들은 모두 미쳤어 .
they're all safe .	다들 안전해요 .
they're brothers .	그들은 형제입니다 .
they're fighting .	그들은 싸우고 있어요 .
they're not dead .	그들은 죽지 않았습니다 .
they're not evil .	그들은 악하지 않습니다 .
they're not mine .	그것들은 내 것이 아닙니다 .
they're so funny .	정말 재밌어요 .
they're stalling .	그들은 멈춰 있다 .
they're students .	그들은 학생이야 .
they're traitors .	그들은 반역자입니다 .
they've all left .	그들은 모두 떠났습니다 .
things got weird .	상황이 이상해졌어요 .
this and no more .	이것 말고는 더 이상은 없습니다 .
this bed is cold .	이 침대는 추워요 .
this book is new .	이 책은 새 책이에요 .
this book is old .	이 책은 오래됐어요 .
this car is fast .	이 차는 빨라요 .
this car is mine .	이 차는 내 꺼야 .
this doesn't fit .	이건 맞지 않아요 .
this dog is mine .	이 개는 내 꺼예요 .
this feels right .	이게 맞는 것 같아요 .
this feels weird .	기분이 이상해요 .
this game is fun .	이 게임은 재미있어요 .
this guy's tough .	이 사람은 힘들어요 .
this hat is mine .	이 모자는 내 꺼야 .
this is room 839 .	여기는 839호실이에요 .
this is a hybrid .	이것은 하이브리드입니다 .
this is a pencil .	이것은 연필입니다 .
this is accurate .	이것은 정확합니다 .
this is an apple .	이것은 사과예요 .
this is an order .	이것은 명령이다 .
this is annoying .	이건 짜증나 .
this is bad news .	이건 나쁜 소식이에요 .
this is big news .	이것은 큰 소식입니다 .
this is hopeless .	이건 절망적이야 .
this is insanity .	이것은 광기입니다 .
this is my coach .	이 사람은 내 코치야 .
this is my horse .	이건 내 말입니다 .
this is my house .	여기가 내 집이야 .
this is my money .	이건 내 돈이야 .
this is nonsense .	이것은 말도 안되는 소리입니다 .
this is not good .	이건 좋지 않아요 .
this is not safe .	이것은 안전하지 않습니다 .
this is not salt .	이것은 소금이 아닙니다 .
this is not true .	이것은 사실이 아닙니다 .
this is official .	이것은 공식적인 것입니다 .
this is old news .	이것은 오래된 뉴스입니다 .
this is our home .	여기가 우리 집이에요 .
this is personal .	이것은 개인적인 것입니다 .
this is possible .	이것은 가능합니다 .
this is puzzling .	이것은 수수께끼입니다 .
this is red wine .	이건 레드 와인이에요 .
this is relaxing .	이건 편안해요 .
this is required .	이것은 필수입니다 .
this is sabotage .	이것은 방해 행위입니다 .
this is shameful .	이것은 부끄러운 일입니다 .
this is so crazy .	이건 정말 미쳤어 .
this is terrible .	이건 정말 끔찍해요 .
this is the norm .	이것이 표준입니다 .
this is too hard .	이건 너무 힘들어요 .
this is too long .	너무 깁니다 .
this is too much .	이건 너무해요 .
this is your dog .	이것은 당신의 개입니다 .
this is your key .	이것이 당신의 열쇠입니다 .
this isn't funny .	이건 재미없어 .
this isn't legal .	이것은 합법적이지 않습니다 .
this isn't money .	이것은 돈이 아닙니다 .
this isn't music .	이건 음악이 아니야 .
this isn't sugar .	이것은 설탕이 아닙니다 .
this made me sad .	이것이 나를 슬프게 만들었습니다 .
this makes sense .	이것은 의미가 있습니다 .
this one is ours .	이것은 우리 것입니다 .
this one's on me .	이건 나한테 달려있어 .
this seems risky .	이건 위험해 보여요 .
this smells good .	이거 냄새 좋은데 .
this tastes good .	이거 맛있어 .
this was my idea .	이건 내 생각이었어 .
those are my cds .	그거 내 CD야 .
today is tuesday .	오늘은 화요일이에요 .
tom almost cried .	톰은 거의 울 뻔했어요 .
tom ate my lunch .	톰이 내 점심을 먹었어 .
tom avoided mary .	톰은 메리를 피했어요 .
tom bought a gun .	톰은 총을 샀어요 .
tom brought that .	톰이 그걸 가져왔어 .
tom built a raft .	톰은 뗏목을 만들었어요 .
tom can run fast .	톰은 빨리 달릴 수 있어요 .
tom can't see us .	톰은 우리를 볼 수 없습니다 .
tom changed jobs .	톰은 직업을 바꿨어요 .
tom clearly lied .	톰은 분명히 거짓말을 했어요 .
tom cooks for us .	톰이 우리를 위해 요리를 해요 .
tom coughs a lot .	톰이 기침을 많이 해요 .
tom didn't laugh .	톰은 웃지 않았다 .
tom died at home .	톰은 집에서 죽었어 .
tom died from tb .	톰은 결핵으로 사망했습니다 .
tom died in 2003 .	톰은 2003년에 사망했습니다 .
tom doesn't know .	톰은 몰라요 .
tom doesn't read .	톰은 책을 읽지 않아요 .
tom drinks a lot .	톰은 술을 많이 마신다 .
tom got the part .	톰이 역할을 맡았어요 .
tom got very mad .	톰은 매우 화가 났어요 .
tom had a vision .	톰은 비전을 갖고 있었어요 .
tom had jeans on .	톰은 청바지를 입었어요 .
tom had to leave .	톰은 떠나야 했어요 .
tom has a big tv .	톰은 큰 TV를 갖고 있어요 .
tom has a rabbit .	톰은 토끼를 갖고 있어요 .
tom has a sister .	톰에게는 여동생이 있어요 .
tom has big lips .	톰은 입술이 크다 .
tom has charisma .	톰은 카리스마가 있어요 .
tom has chickens .	톰은 닭을 갖고 있어요 .
tom has red hair .	톰은 빨간 머리를 가지고 있어요 .
tom has two jobs .	톰은 두 가지 직업을 갖고 있어요 .
tom hates school .	톰은 학교를 싫어해요 .
tom hates sports .	톰은 스포츠를 싫어해요 .
tom helped again .	톰이 또 도와줬어요 .
tom hurt himself .	톰은 다쳤어요 .
tom is mary's ex .	톰은 메리의 전남편이에요 .
tom is a dentist .	톰은 치과의사예요 .
tom is a dreamer .	톰은 몽상가예요 .
tom is a drummer .	톰은 드러머예요 .
tom is a gourmet .	톰은 미식가예요 .
tom is a gymnast .	톰은 체조 선수예요 .
tom is a monster .	톰은 괴물이에요 .
tom is a mystery .	톰은 미스터리야 .
tom is a student .	톰은 학생이에요 .
tom is all alone .	톰은 혼자예요 .
tom is all right .	톰은 괜찮아요 .
tom is an intern .	톰은 인턴이에요 .
tom is an orphan .	톰은 고아예요 .
tom is at mary's .	톰은 메리네 집에 있어요 .
tom is at school .	톰은 학교에 있어요 .
tom is bilingual .	톰은 이중 언어를 구사합니다 .
tom is dangerous .	톰은 위험해 .
tom is forgetful .	톰은 건망증이 있어요 .
tom is important .	톰은 중요해요 .
tom is like that .	톰이 그러네요 .
tom is mad at us .	톰은 우리에게 화났어요 .
tom is merciless .	톰은 무자비해요 .
tom is my friend .	톰은 내 친구예요 .
tom is obstinate .	톰은 고집이 세다 .
tom is on campus .	톰은 캠퍼스에 있어요 .
tom is our guest .	톰은 우리 손님이에요 .
tom is real cute .	톰은 정말 귀여워요 .
tom is the owner .	톰이 주인이에요 .
tom is too young .	톰은 너무 어려요 .
tom is very mean .	톰은 매우 못됐어 .
tom is whistling .	톰이 휘파람을 불고 있어요 .
tom isn't a hero .	톰은 영웅이 아니다 .
tom isn't crying .	톰은 울지 않아요 .
tom isn't hungry .	톰은 배고프지 않아요 .
tom isn't in bed .	톰은 침대에 없어요 .
tom isn't joking .	톰은 농담하지 않아요 .
tom isn't my son .	톰은 내 아들이 아니야 .
tom isn't sneaky .	톰은 교활하지 않아요 .
tom isn't strong .	톰은 강하지 않아 .
tom isn't stupid .	톰은 바보가 아니다 .
tom kept digging .	톰은 계속해서 땅을 파고 있었어요 .
tom kept reading .	톰은 계속해서 책을 읽었습니다 .
tom kept singing .	톰은 계속 노래를 불렀어요 .
tom killed a man .	톰이 사람을 죽였어 .
tom likes cheese .	톰은 치즈를 좋아해요 .
tom likes hockey .	톰은 하키를 좋아해요 .
tom likes ponies .	톰은 조랑말을 좋아해요 .
tom likes to run .	톰은 달리기를 좋아해요 .
tom looked happy .	톰은 행복해 보였다 .
tom looked young .	톰은 어려보였어요 .
tom lost his hat .	톰은 모자를 잃어버렸어요 .
tom lost his job .	톰은 직장을 잃었어요 .
tom lost the bet .	톰이 내기에서 졌어 .
tom needs a bath .	톰은 목욕이 필요해요 .
tom never forgot .	톰은 결코 잊지 않았다 .
tom never sleeps .	톰은 잠을 자지 않아요 .
tom often smiles .	톰은 자주 웃는다 .
tom plays tennis .	톰은 테니스를 친다 .
tom punched mary .	톰이 메리를 때렸어요 .
tom quit his job .	톰은 직장을 그만뒀어요 .
tom quit smoking .	톰은 담배를 끊었어요 .
tom reads slowly .	톰은 천천히 읽어요 .
tom should leave .	톰은 떠나야 해 .
tom sighed again .	톰은 다시 한숨을 쉬었다 .
tom slapped mary .	톰이 메리를 때렸어요 .
tom smells awful .	톰 냄새가 지독해요 .
tom smells weird .	톰에게서 이상한 냄새가 나요 .
tom sounds angry .	톰이 화가 난 것 같군요 .
tom spoke french .	톰은 프랑스어를 했어요 .
tom spoke calmly .	톰은 침착하게 말했다 .
tom steals stuff .	톰이 물건을 훔쳤어요 .
tom stopped mary .	톰이 메리를 멈췄어요 .
tom studies hard .	톰은 열심히 공부해요 .
tom swears a lot .	톰은 욕을 많이 해요 .
tom took the job .	톰이 그 일을 맡았어요 .
tom walks slowly .	톰은 천천히 걷는다 .
tom wants a beer .	톰은 맥주를 원해요 .
tom was abducted .	톰이 납치됐어요 .
tom was barefoot .	톰은 맨발이었어요 .
tom was cheerful .	톰은 명랑했어요 .
tom was selected .	톰이 선택되었습니다 .
tom was unshaven .	톰은 면도를 하지 않은 상태였다 .
tom was upstairs .	톰은 위층에 있었어요 .
tom wasn't crazy .	톰은 미친 게 아니었어 .
tom wasn't drunk .	톰은 취하지 않았어요 .
tom went fishing .	톰은 낚시하러 갔다 .
tom went running .	톰은 달려갔다 .
tom will find it .	톰이 그걸 찾을 거예요 .
tom will kill me .	톰이 날 죽일 ​​거야 .
tom will like it .	톰이 좋아할 거야 .
tom won the game .	톰이 게임에서 이겼어요 .
tom won't eat it .	톰은 그것을 먹지 않을 거예요 .
tom won't retire .	톰은 은퇴하지 않을 것이다 .
tom wore goggles .	톰은 고글을 썼어요 .
tom's big-headed .	톰은 머리가 크다 .
tom's distracted .	톰이 주의가 산만해졌어 .
trust me on that .	저를 믿으세요 .
trust me on this .	이것에 대해서는 나를 믿으십시오 .
try another door .	다른 문을 시도해 보세요 .
try it once more .	한 번 더 시도해 보세요 .
try not to laugh .	웃지 마세요 .
try not to panic .	당황하지 마십시오 .
try not to worry .	걱정하지 마세요 .
try some of this .	이것 좀 시도해 보세요 .
try this instead .	대신 이것을 시도해 보세요 .
try to calm down .	진정하려고 노력하십시오 .
try to go slower .	천천히 가십시오 .
try to look busy .	바쁜 척 해보세요 .
turn right there .	거기에서 우회전하세요 .
turn to the left .	왼쪽으로 돌아라 .
wait ! i'm coming !	기다리다 ! 내가 간다 !
walk ahead of me .	나보다 먼저 걸어가라 .
war's not pretty .	전쟁은 좋지 않습니다 .
was anybody hurt ?	다친 사람은 없었나요 ?
was it a robbery ?	강도였나요 ?
was it necessary ?	꼭 필요한 일이었나요 ?
was that so hard ?	그게 그렇게 힘들었어 ?
was there a fire ?	불이 났어요 ?
was there a note ?	메모가 있었나요 ?
wasn't it enough ?	충분하지 않았나요 ?
watch your speed .	속도를 조심하세요 .
watch yourselves .	조심해 .
water the plants .	식물에 물을 주세요 .
we all have kids .	우리 모두는 아이가 있습니다 .
we are not alone .	우리는 혼자가 아닙니다 .
we are soulmates .	우리는 소울메이트입니다 .
we arrived first .	우리가 먼저 도착했어요 .
we ate swordfish .	우리는 황새치를 먹었습니다 .
we ate the pizza .	우리는 피자를 먹었다 .
we both competed .	우리 둘 다 경쟁했습니다 .
we both love tom .	우리 둘 다 톰을 사랑해요 .
we both love you .	우리 둘 다 당신을 사랑해요 .
we came together .	우리는 함께 왔습니다 .
we can all dream .	우리는 모두 꿈을 꿀 수 있습니다 .
we can still win .	우리는 아직 이길 수 있어요 .
we can't be sure .	우리는 확신할 수 없습니다 .
we can't do that .	우리는 그렇게 할 수 없습니다 .
we can't give up .	우리는 포기할 수 없습니다 .
we can't go back .	우리는 돌아갈 수 없습니다 .
we considered it .	우리는 그것을 고려했습니다 .
we demand action .	우리는 행동을 요구합니다 .
we depend on you .	우리는 당신에게 의존합니다 .
we do not forget .	우리는 잊지 않습니다 .
we enjoy talking .	우리는 대화를 즐깁니다 .
we found it here .	우리는 그것을 여기에서 찾았습니다 .
we gave our word .	우리는 약속을 했습니다 .
we got separated .	우리는 헤어졌다 .
we got too close .	우리는 너무 가까워졌다 .
we had a bad day .	우리는 나쁜 하루를 보냈습니다 .
we hate violence .	우리는 폭력을 싫어합니다 .
we have a crisis .	우리는 위기에 처해 있습니다 .
we have a theory .	우리에게는 이론이 있습니다 .
we have homework .	우리에겐 숙제가 있어요 .
we have injuries .	우리는 부상을 입었습니다 .
we have no money .	우리는 돈이 없습니다 .
we have no proof .	증거가 없습니다 .
we have no water .	물이 없어요 .
we have pictures .	우리는 사진을 가지고 있습니다 .
we have to split .	우리는 헤어져야 해요 .
we have two ears .	우리에게는 두 개의 귀가 있습니다 .
we have two kids .	우리에게는 두 명의 아이가 있습니다 .
we have two sons .	우리에겐 아들이 둘 있어요 .
we heard a noise .	우리는 소음을 들었다 .
we heard screams .	우리는 비명소리를 들었습니다 .
