go .	行く 。
my cat is hungry .	私の猫はお腹が空いています 。
my dog has fleas .	私の犬にはノミがいます 。
my eyes are blue .	私の目は青いです 。
my eyes are sore .	目が痛いです 。
my father is out .	私の父は外出中です 。
my father smokes .	私の父は喫煙します 。
my feet are cold .	足が冷たいです 。
my feet are sore .	足が痛いです 。
my feet get cold .	足が冷えます 。
my glass is full .	私のグラスはいっぱいです 。
my hat isn't new .	私の帽子は新しいものではありません 。
my house is nice .	私の家はいいです 。
my house is tiny .	私の家は小さいです 。
my job is boring .	私の仕事は退屈です 。
my legs are fine .	私の足は大丈夫です 。
my mother is out .	私の母は外出中です 。
my mouth is numb .	口がしびれています 。
my nose is itchy .	鼻がかゆいです 。
my pulse is fast .	私の脈は速いです 。
my pulse is slow .	私の脈拍は遅いです 。
my stomach hurts .	お腹が痛いです 。
my tie is orange .	私のネクタイはオレンジです 。
my toes are numb .	足の指がしびれています 。
my wallet's gone .	財布がなくなってしまった 。
my wife beats me .	妻が私を殴ります 。
never tell a lie .	決して嘘をつかないでください 。
nice to meet you .	はじめまして 。
no need to worry .	心配する必要はありません 。
no one asked you .	誰もあなたに尋ねませんでした 。
no one can leave .	誰も離れることはできません 。
no one disagreed .	誰も反対しませんでした 。
no one helped me .	誰も私を助けてくれませんでした 。
no one is amused .	誰も面白くありません 。
no one is around .	周りには誰もいません 。
no one is coming .	誰も来ません 。
no one knew that .	誰もそれを知りませんでした 。
no one knows why .	その理由は誰も知りません 。
no one knows yet .	まだ誰も知りません 。
no one likes war .	戦争を好む人はいません 。
no one loves war .	誰も戦争を好みません 。
no one responded .	誰も反応しませんでした 。
no one says that .	誰もそんなことは言いません 。
no one showed up .	誰も現れなかった 。
no one thinks so .	誰もそうは思いません 。
no one warned me .	誰も私に警告しませんでした 。
no one warned us .	誰も私たちに警告しませんでした 。
no one was alive .	誰も生きていませんでした 。
no one was fired .	誰も解雇されなかった 。
no one was there .	そこには誰もいなかった 。
no one will care .	誰も気にしません 。
no one will know .	誰も知りません 。
no one will talk .	誰も話さないでしょう 。
no one's looking .	誰も見ていません 。
no one's perfect .	完璧な人はいません 。
no one's talking .	誰も話していません 。
no one's working .	誰も働いていない 。
no pain , no gain !	痛みなくして得るものなし ！
no pain , no gain .	痛みなくして得るものなし 。
nobody does that .	誰もそんなことはしません 。
nobody likes tom .	誰もトムを好きではありません 。
nobody likes her .	誰も彼女を好きではありません 。
nobody likes war .	誰も戦争が好きではありません 。
nobody likes you .	誰もあなたを好きではありません 。
nobody loves war .	誰も戦争を好みません 。
nobody must know .	誰も知らないはずです 。
nobody remembers .	誰も覚えていない 。
nobody showed up .	誰も現れなかった 。
nobody will know .	誰も知りません 。
nobody's perfect .	完璧な人は誰もいません 。
nothing happened .	何も起こりませんでした 。
now i understand .	今ならわかります 。
now i'm done for .	これでもう終わりです 。
obey your father .	あなたの父親に従いなさい 。
oh no , not again !	ああ、もうだめだ ！
oh , i'm so sorry .	ああ、ごめんなさい 。
oil is expensive .	オイルは高いです 。
open the windows .	窓を開けてください 。
open these doors .	これらのドアを開けてください 。
our kids are fat .	私たちの子供たちは太っています 。
our team can win .	私たちのチームは勝つことができます 。
our team may win .	私たちのチームが勝つかもしれません 。
pass me the salt .	塩を渡してください 。
pass me the wine .	ワインを渡してください 。
people are dying .	人々は死んでいきます 。
people will talk .	人々は話します 。
pets are allowed .	ペットの同伴が可能です 。
please answer me .	答えてください 。
please be honest .	正直に言ってください 。
please be polite .	礼儀正しくしてください 。
please come here .	ここに来てください 。
please copy this .	これをコピーしてください 。
please don't ask .	質問しないでください 。
please don't cry .	泣かないでください 。
please don't die !	死なないでください ！
please don't die .	死なないでください 。
please follow me .	フォローしてください 。
please phone him .	彼に電話してください 。
please sign here .	ここにご署名下さい 。
please sit still .	じっと座ってください 。
please try again .	もう一度試してください 。
please wait here .	ここでお待ちください 。
prepare yourself .	自分で準備してください 。
pump up the tire .	タイヤに空気を入れます 。
put on your coat .	コートを着てください 。
put your mask on .	マスクをしてください 。
quit complaining .	文句を言うのはやめましょう 。
quit hassling me .	私に迷惑をかけるのはやめてください 。
rabbits can swim .	ウサギは泳ぐことができます 。
raise your hands .	手を挙げてください 。
read the article .	記事を読んでください 。
red wine , please .	赤ワインをください 。
respect yourself .	自分自身を尊重してください 。
rome is in italy .	ローマはイタリアにあります 。
roses smell good .	バラは良い香りがします 。
say it in french .	フランス語で言ってください 。
school is boring .	学校は退屈だ 。
school's not fun .	学校は楽しくない 。
search the house .	家を捜索する 。
see for yourself .	自分の目で見てください 。
see you at lunch .	昼食でお会いしましょう 。
see you in class .	クラスでお会いしましょう 。
see you tomorrow .	また明日ね 。
shall i continue ?	続けましょうか ？
shall i help you ?	手伝いましょうか ？
she attacked him .	彼女は彼を攻撃した 。
she became happy .	彼女は幸せになりました 。
she began crying .	彼女は泣き始めた 。
she betrayed you .	彼女はあなたを裏切りました 。
she defeated him .	彼女は彼を倒しました 。
she despises him .	彼女は彼を軽蔑している 。
she did it again .	彼女はまたやりました 。
she didn't reply .	彼女は返事をしなかった 。
she died from tb .	彼女は結核で亡くなりました 。
she died in 1960 .	彼女は 1960 年に亡くなりました 。
she disliked him .	彼女は彼が嫌いだった 。
she divorced him .	彼女は彼と離婚した 。
she does know it .	彼女はそれを知っています 。
she has dry hair .	彼女は乾いた髪をしています 。
she has no shame .	彼女には恥じらいがありません 。
she has wet hair .	彼女は濡れた髪をしています 。
she idolized him .	彼女は彼を崇拝していた 。
she insulted him .	彼女は彼を侮辱した 。
she is a pianist .	彼女はピアニストです 。
she is a student .	彼女は学生です 。
she is easygoing .	彼女は気楽だ 。
she is mad at me .	彼女は私に怒っています 。
she is no beauty .	彼女は美人ではありません 。
she is not wrong .	彼女は間違っていません 。
she is obstinate .	彼女は頑固だ 。
she is on a diet .	彼女はダイエット中です 。
she is very busy .	彼女はとても忙しいです 。
she is very wise .	彼女はとても賢いです 。
she just told me .	彼女は私にこう言いました 。
she kept working .	she kept working .
she kept working .	彼女は働き続けた 。
she lost her way .	彼女は道に迷った 。
she made a scene .	彼女はシーンを作りました 。
she made him cry .	彼女は彼を泣かせた 。
she may not come .	彼女は来ないかもしれない 。
she must be sick .	彼女は病気に違いない 。
she put on socks .	彼女は靴下を履きました 。
she rejected him .	彼女は彼を拒否した 。
she repulses him .	彼女は彼を撃退する 。
she rode a camel .	彼女はラクダに乗りました 。
she said goodbye .	彼女は別れを告げた 。
she smokes a lot .	彼女はたくさんタバコを吸います 。
she spoke wisely .	彼女は賢明に話した 。
she stared at me .	彼女は私を見つめた 。
she startled him .	彼女は彼を驚かせた 。
she stood by him .	彼女は彼のそばに立った 。
she studies hard .	彼女は一生懸命勉強します 。
she surprised me .	彼女は私を驚かせました 。
she talked a lot .	彼女はたくさん話しました 。
she took my hand .	彼女は私の手を取った 。
she was homesick .	彼女はホームシックだった 。
she was in agony .	彼女は苦しんでいた 。
she was promoted .	彼女は昇進しました 。
she was swimming .	彼女は泳いでいた 。
she wore glasses .	彼女は眼鏡をかけていました 。
she worships him .	彼女は彼を崇拝しています 。
she's a bad liar .	彼女はひどい嘘つきです 。
she's nice to me .	彼女は私に親切です 。
she's not a liar .	彼女は嘘つきではありません 。
she's very upset .	彼女はとても動揺しています 。
shots were fired .	発砲されました 。
should we cancel ?	キャンセルすべきでしょうか ？
show us the room .	部屋を見せてください 。
shut that boy up .	あの子は黙ってろ 。
sit down with me .	私と一緒に座ってください 。
sit down , please .	座ってください 。
so what happened ?	それで何が起こったのですか ？
some pitied them .	哀れむ人もいた 。
somebody laughed .	誰かが笑った 。
somebody saw you .	誰かがあなたを見ました 。
someone is lying .	誰かが嘘をついています 。
someone screamed .	誰かが叫んだ 。
someone was here .	誰かがここにいました 。
someone's coming .	誰かが来ます 。
something bit me .	何かが私に噛みつきました 。
something stinks .	何か臭い 。
sorry about that .	申し訳ありませんが 。
sorry to be late .	遅くなってごめんなさい 。
sorry , i am late .	ごめんなさい、遅くなりました 。
spiders scare me .	クモは怖いです 。
spit it out , tom .	吐き出せ、トム 。
spring is coming .	春が来ています 。
stand up , please .	立ってください 。
stay in your car .	車の中にいてください 。
stay out of this .	これには近づかないでください 。
stay right there .	そこにいてください 。
stop being cruel .	残酷なことはやめてください 。
stop right there .	そこに止まってください 。
stop showing off !	見せびらかすのはやめてください ！
stop the car now .	今すぐ車を止めてください 。
summer has ended .	夏は終わりました 。
summer is coming .	夏がやって来ます 。
swimming is easy .	泳ぎは簡単です 。
take tom outside .	トムを外に連れ出す 。
tell dad to come .	お父さんに来るように言ってください 。
tell tom to wait .	トムに待つように言ってください 。
tell him to wait .	彼に待つように言ってください 。
tell me about it !	それについて教えてください ！
tell me about it .	それについて教えてください 。
thank you kindly .	よろしくお願いします 。
thanks a million .	どうもありがとう 。
thanks very much .	ありがとうございます 。
that book is old .	その本は古いです 。
that car is hers .	その車は彼女のものです 。
that didn't help .	それは役に立ちませんでした 。
that didn't work .	それはうまくいきませんでした 。
that explains it .	それが説明されています 。
that helps a bit .	それは少し役立ちます 。
that helps a lot .	それはとても役に立ちます 。
that is a pencil .	それは鉛筆です 。
that is not true .	それは真実ではありません 。
that isn't a cat .	それは猫ではありません 。
that made me cry .	それは私を泣かせました 。
that made me mad .	それは私を怒らせました 。
that makes sense .	それは当然です 。
that plan failed .	その計画は失敗した 。
that seems clear .	それは明らかだと思われます 。
that seems right .	それは正しいようです 。
that smells nice .	いい匂いがする 。
that sounds fair .	それは公平ですね 。
that was a shock .	それはショックでした 。
that was amazing .	それはすごかったです 。
that was awesome .	最高でした 。
that was my goal .	それが私の目標でした 。
that was nothing .	それは何もありませんでした 。
that was obvious .	それは明らかでした 。
that was so cool .	とてもかっこよかったです 。
that wasn't good .	それは良くなかった 。
that wasn't nice .	それは良くなかった 。
that will not do .	それはしません 。
that's a big one .	それは大きなことだ 。
that's a mistake .	それは間違いです 。
that's a promise .	それは約束だよ 。
that's about all .	それがすべてです 。
that's all i ask .	私が尋ねるのはそれだけです 。
that's all i did .	私がやったのはそれだけです 。
that's all i got .	それが私が得たすべてです 。
that's all i saw .	私が見たのはそれだけです 。
that's all wrong .	それはすべて間違っています 。
that's avoidable .	それは避けられることです 。
that's beautiful .	それは美しいです 。
that's blackmail .	それは脅迫です 。
that's brilliant !	それは素晴らしいですね ！
that's dangerous .	それは危険です 。
that's expensive .	それは高価です 。
that's fantastic .	それは素晴らしいですね 。
that's hilarious .	それは面白いですね 。
that's his house .	それは彼の家です 。
that's how it is .	それがその通りです 。
that's idle talk .	それは無駄話です 。
that's important .	それは重要です 。
that's ludicrous .	それはばかげています 。
that's my affair .	それは私のことです 。
that's no excuse .	それは言い訳にはなりません 。
that's no secret .	それは秘密ではありません 。
that's not a job .	それは仕事ではありません 。
that's not funny .	それは面白くない 。
that's not wrong .	それは間違いではありません 。
that's not yours .	それはあなたのものではありません 。
that's our fault .	それは私たちのせいです 。
that's our house .	それが私たちの家です 。
that's so ironic .	それはとても皮肉なことです 。
that's so tragic .	それはとても悲劇的です 。
that's so untrue .	それはとても嘘です 。
that's the limit .	それが限界です 。
that's the point .	それがポイントです 。
that's troubling .	それは面倒だ 。
that's true , too .	それも本当です 。
that's upsetting .	それは腹立たしいです 。
that's very cute .	それはとてもかわいいです 。
that's very easy .	それはとても簡単です 。
that's very good .	それはとても良いことです 。
that's very hard .	それはとても難しいです 。
that's very kind .	とても親切ですね 。
that's very true .	それは本当にそうです 。
that's your duty .	それがあなたの義務です 。
that's your half .	それはあなたの半分です 。
the tv is broken .	テレビが壊れています 。
the answer is no .	答えはノーです 。
the answer's yes .	答えは「はい」です 。
the apple is red .	リンゴは赤いです 。
the bill , please .	請求書をお願いします 。
the bird is dead .	鳥が死んでしまいました 。
the book is easy .	この本は簡単です 。
the book is here .	本はここにあります 。
the book is mine .	その本は私のものです 。
the bus was full .	バスは満員でした 。
the car is ready .	車の準備ができました 。
the cat is black .	猫は黒いです 。
the curtain fell .	カーテンが落ちた 。
the curtain rose .	カーテンが上がりました 。
the dog is dying .	犬が死にそうです 。
the dog is white .	犬は白いです 。
the dog was dead .	犬は死んでいた 。
the dogs are wet .	犬は濡れています 。
the door creaked .	ドアがきしみました 。
the door is open .	ドアは開いています 。
the doors opened .	ドアが開きました 。
the food is cold .	食べ物が冷たい 。
the game is over .	ゲームは終わりました 。
the joke's on us .	冗談は私たちにあります 。
the jury is hung .	陪審は絞首刑だ 。
the light is off .	ライトが消えています 。
the light is out .	光が消えています 。
the light was on .	ライトが点灯していました 。
the line is busy .	電話中です 。
the man is right .	その男は正しい 。
the mass is over .	ミサは終わりました 。
the milk is sour .	牛乳は酸っぱいです 。
the night is hot .	夜は暑いです 。
the pain is gone .	痛みはなくなりました 。
the party's over .	パーティーは終わりました 。
the pool is full .	プールがいっぱいです 。
the rest is easy .	残りは簡単です 。
the room is dark .	部屋が暗い 。
the sea is rough .	海は荒れています 。
the sea was calm .	海は穏やかでした 。
the sky is clear .	空は晴れています 。
the sky was dark .	空は暗かった 。
the sky was gray .	空は灰色だった 。
the soup is cold .	スープは冷たいです 。
the switch is on .	スイッチがオンになっています 。
the tank is full .	タンクが満杯です 。
the towel is wet .	タオルが濡れています 。
the twins smiled .	双子は微笑んだ 。
the water is hot .	水は熱いです 。
the water is icy .	水は凍っています 。
the water's cold .	水は冷たいです 。
the water's warm .	水は暖かいです 。
the well ran dry .	井戸は枯れてしまいました 。
there are limits .	限界があります 。
there aren't any .	何もありません 。
there is no hope .	希望はありません 。
there's no doubt .	間違いありません 。
there's no guard .	警備員がいない 。
there's no hurry .	急ぐ必要はありません 。
there's no knife .	ナイフはありません 。
there's no limit .	制限はありません 。
there's no money .	お金がない 。
there's no proof .	証拠はありません 。
there's no sugar .	砂糖はありません 。
there's no water .	水がない 。
these are my cds .	これらは私のCDです 。
they all changed .	それらはすべて変わりました 。
they all cheated .	彼らは全員騙されました 。
they all cheered .	彼らは皆歓声を上げた 。
they all drowned .	彼らは全員溺死した 。
they all entered .	彼らは全員入った 。
they all scoffed .	彼らは皆嘲笑した 。
they all stopped .	彼らは皆立ち止まりました 。
they all watched .	彼らは皆、それを見ました 。
they are russian .	彼らはロシア人です 。
they are arguing .	彼らは議論している 。
they are artists .	彼らはアーティストです 。
they are doctors .	彼らは医者です 。
they are singers .	彼らは歌手です 。
they blocked her .	彼らは彼女をブロックした 。
they calmed down .	彼らは落ち着いた 。
they deceived us .	彼らは私たちを騙しました 。
they deserved it .	彼らはそれに値する 。
they despise you .	彼らはあなたを軽蔑しています 。
they didn't know .	彼らは知りませんでした 。
they disappeared .	彼らは姿を消しました 。
they go shopping .	彼らは買い物に行きます 。
they got married .	彼らは結婚しました 。
they grew closer .	彼らはどんどん近づいていきました 。
they had no food .	彼らには食べ物がありませんでした 。
they have a plan .	彼らには計画がある 。
they lied to you .	彼らはあなたに嘘をつきました 。
they like apples .	彼らはリンゴが好きです 。
they live nearby .	彼らは近くに住んでいます 。
they love coffee .	彼らはコーヒーが大好きです 。
they made her go .	彼らは彼女を行かせた 。
they saw nothing .	彼らは何も見ていなかった 。
they took a walk .	彼らは散歩をしました 。
they trusted you .	彼らはあなたを信頼していました 。
they were hungry .	彼らはお腹が空いていた 。
they work for me .	彼らは私のために働いています 。
they'll kill you .	彼らはあなたを殺すでしょう 。
they'll remember .	彼らは覚えているだろう 。
they're all dead .	彼らは全員死んでいる 。
they're all fake .	それらはすべて偽物です 。
they're all gone .	彼らはみんないなくなってしまった 。
they're all here .	彼らは皆ここにいます 。
they're all mine .	それらはすべて私のものです 。
they're all nuts .	彼らは全員狂っている 。
they're all safe .	彼らは全員安全です 。
they're brothers .	彼らは兄弟です 。
they're fighting .	彼らは戦っている 。
they're not dead .	彼らは死んでいません 。
they're not evil .	彼らは悪ではありません 。
they're not mine .	それらは私のものではありません 。
they're so funny .	彼らはとても面白いです 。
they're stalling .	彼らは失速している 。
they're students .	彼らは学生です 。
they're traitors .	彼らは裏切り者だ 。
they've all left .	彼らは全員去ってしまいました 。
things got weird .	事態がおかしくなった 。
this and no more .	これ以上はありません 。
this bed is cold .	このベッドは寒いです 。
this book is new .	この本は新しいです 。
this book is old .	この本は古いです 。
this car is fast .	この車は速いです 。
this car is mine .	この車は私のです 。
this doesn't fit .	これは合わない 。
this dog is mine .	この犬は私のです 。
this feels right .	これは正しいと思います 。
this feels weird .	これは奇妙に感じます 。
this game is fun .	このゲームは楽しいです 。
this guy's tough .	この男はタフだ 。
this hat is mine .	この帽子は私のです 。
this is room 839 .	こちらは839号室です 。
this is a hybrid .	これはハイブリッドです 。
this is a pencil .	これは鉛筆です 。
this is accurate .	これは正確です 。
this is an apple .	これはリンゴです 。
this is an order .	これは注文です 。
this is annoying .	これは迷惑です 。
this is bad news .	これは悪いニュースです 。
this is big news .	これは大きなニュースです 。
this is hopeless .	これは絶望的だ 。
this is insanity .	これは狂気だ 。
this is my coach .	これは私のコーチです 。
this is my horse .	これは私の馬です 。
this is my house .	ここは私の家です 。
this is my money .	これは私のお金です 。
this is nonsense .	これはナンセンスです 。
this is not good .	これは良くありません 。
this is not safe .	これは安全ではありません 。
this is not salt .	これは塩ではありません 。
this is not true .	これは真実ではありません 。
this is official .	これは公式です 。
this is old news .	これは古いニュースです 。
this is our home .	ここが私たちの家です 。
this is personal .	これは個人的なものです 。
this is possible .	これは可能です 。
this is puzzling .	これは不可解だ 。
this is red wine .	これは赤ワインです 。
this is relaxing .	これはリラックスです 。
this is required .	これは必須です 。
this is sabotage .	これは妨害行為です 。
this is shameful .	これは恥ずかしいことです 。
this is so crazy .	これは本当にクレイジーだ 。
this is terrible .	これはひどいです 。
this is the norm .	これが標準です 。
this is too hard .	これは難しすぎます 。
this is too long .	これは長すぎです 。
this is too much .	これは多すぎます 。
this is your dog .	これはあなたの犬です 。
this is your key .	これがあなたの鍵です 。
this isn't funny .	これは面白くない 。
this isn't legal .	これは合法ではありません 。
this isn't money .	これはお金ではありません 。
this isn't music .	これは音楽ではありません 。
this isn't sugar .	これは砂糖ではありません 。
this made me sad .	悲しくなりました 。
this makes sense .	これは理にかなっています 。
this one is ours .	これは私たちのものです 。
this one's on me .	これは私のものです 。
this seems risky .	これは危険だと思われます 。
this smells good .	これはいい匂いがする 。
this tastes good .	これはおいしいですね 。
this was my idea .	これは私のアイデアでした 。
those are my cds .	それらは私のCDです 。
today is tuesday .	今日は火曜日です 。
tom almost cried .	トムは泣きそうになった 。
tom ate my lunch .	トムは私の昼食を食べました 。
tom avoided mary .	トムはメアリーを避けた 。
tom bought a gun .	トムは銃を買った 。
tom brought that .	トムはそれを持ってきました 。
tom built a raft .	トムはいかだを作りました 。
tom can run fast .	トムは速く走ることができます 。
tom can't see us .	トムには私たちの姿が見えません 。
tom changed jobs .	トムは転職した 。
tom clearly lied .	トムは明らかに嘘をついた 。
tom cooks for us .	トムは私たちのために料理をしてくれます 。
tom coughs a lot .	トムはよく咳をします 。
tom didn't laugh .	トムは笑わなかった 。
tom died at home .	トムは自宅で亡くなりました 。
tom died from tb .	トムは結核で亡くなりました 。
tom died in 2003 .	トムは 2003 年に亡くなりました 。
tom doesn't know .	トムは知りません 。
tom doesn't read .	トムは本を読みません 。
tom drinks a lot .	トムはよく飲みます 。
tom got the part .	トムはその役を手に入れた 。
tom got very mad .	トムはとても怒った 。
tom had a vision .	トムにはビジョンがありました 。
tom had jeans on .	トムはジーンズを履いていました 。
tom had to leave .	トムは帰らなければならなかった 。
tom has a big tv .	トムは大きなテレビを持っています 。
tom has a rabbit .	トムはウサギを飼っています 。
tom has a sister .	トムには妹がいます 。
tom has big lips .	トムは大きな唇を持っています 。
tom has charisma .	トムにはカリスマ性がある 。
tom has chickens .	トムは鶏を飼っています 。
tom has red hair .	トムは赤い髪をしています 。
tom has two jobs .	トムには 2 つの仕事があります 。
tom hates school .	トムは学校が嫌いです 。
tom hates sports .	トムはスポーツが嫌いです 。
tom helped again .	トムがまた助けてくれました 。
tom hurt himself .	トムは自分を傷つけた 。
tom is mary's ex .	トムはメアリーの元です 。
tom is a dentist .	トムは歯医者です 。
tom is a dreamer .	トムは夢想家です 。
tom is a drummer .	トムはドラマーです 。
tom is a gourmet .	トムはグルメです 。
tom is a gymnast .	トムは体操選手です 。
tom is a monster .	トムはモンスターです 。
tom is a mystery .	トムは謎です 。
tom is a student .	トムは学生です 。
tom is all alone .	トムは一人ぼっちです 。
tom is all right .	トムは大丈夫です 。
tom is an intern .	トムはインターンです 。
tom is an orphan .	トムは孤児です 。
tom is at mary's .	トムはメアリーの家にいます 。
tom is at school .	トムは学校にいます 。
tom is bilingual .	トムはバイリンガルです 。
tom is dangerous .	トムは危険です 。
tom is forgetful .	トムは忘れっぽいです 。
tom is important .	トムは重要です 。
tom is like that .	トムはそうです 。
tom is mad at us .	トムは私たちに怒っています 。
tom is merciless .	トムは無慈悲だ 。
tom is my friend .	トムは私の友達です 。
tom is obstinate .	トムは頑固だ 。
tom is on campus .	トムはキャンパスにいます 。
tom is our guest .	トムは私たちのゲストです 。
tom is real cute .	トムは本当にかわいいです 。
tom is the owner .	トムがオーナーです 。
tom is too young .	トムは若すぎます 。
tom is very mean .	トムはとても意地悪です 。
tom is whistling .	トムは口笛を吹いています 。
tom isn't a hero .	トムはヒーローではありません 。
tom isn't crying .	トムは泣いていません 。
tom isn't hungry .	トムはお腹が空いていません 。
tom isn't in bed .	トムはベッドにいません 。
tom isn't joking .	トムは冗談ではありません 。
tom isn't my son .	トムは私の息子ではありません 。
tom isn't sneaky .	トムは卑劣ではない 。
tom isn't strong .	トムは強くない 。
tom isn't stupid .	トムはバカじゃないよ 。
tom kept digging .	トムは掘り続けました 。
tom kept reading .	トムは読み続けました 。
tom kept singing .	トムは歌い続けた 。
tom killed a man .	トムは人を殺しました 。
tom likes cheese .	トムはチーズが好きです 。
tom likes hockey .	トムはホッケーが好きです 。
tom likes ponies .	トムはポニーが好きです 。
tom likes to run .	トムは走るのが好きです 。
tom looked happy .	トムは幸せそうだった 。
tom looked young .	トムは若く見えました 。
tom lost his hat .	トムは帽子をなくしました 。
tom lost his job .	トムは仕事を失いました 。
tom lost the bet .	トムは賭けに負けた 。
tom needs a bath .	トムはお風呂が必要です 。
tom never forgot .	トムは決して忘れていません 。
tom never sleeps .	トムは決して眠らない 。
tom often smiles .	トムはよく笑います 。
tom plays tennis .	トムはテニスをします 。
tom punched mary .	トムはメアリーをパンチした 。
tom quit his job .	トムは仕事を辞めた 。
tom quit smoking .	トムは禁煙した 。
tom reads slowly .	トムはゆっくり本を読みます 。
tom should leave .	トムは去るべきだ 。
tom sighed again .	トムはまたため息をついた 。
tom slapped mary .	トムはメアリーを平手打ちした 。
tom smells awful .	トムはひどい匂いがする 。
tom smells weird .	トムは変な匂いがする 。
tom sounds angry .	トムは怒っているようだ 。
tom spoke french .	トムはフランス語を話しました 。
tom spoke calmly .	トムは穏やかに話した 。
tom steals stuff .	トムは物を盗みます 。
tom stopped mary .	トムはメアリーを止めた 。
tom studies hard .	トムは一生懸命勉強します 。
tom swears a lot .	トムはよく悪態をつきます 。
tom took the job .	トムがその仕事を引き受けた 。
tom walks slowly .	トムはゆっくり歩きます 。
tom wants a beer .	トムはビールが欲しいです 。
tom was abducted .	トムが誘拐された 。
tom was barefoot .	トムは裸足でした 。
tom was cheerful .	トムは陽気でした 。
tom was selected .	トムが選ばれました 。
tom was unshaven .	トムは無精ひげを生やしていた 。
tom was upstairs .	トムは二階にいました 。
tom wasn't crazy .	トムは狂っていなかった 。
tom wasn't drunk .	トムは酔っていなかった 。
tom went fishing .	トムは釣りに行きました 。
tom went running .	トムは走りに行きました 。
tom will find it .	トムが見つけてくれるでしょう 。
tom will kill me .	トムは私を殺すだろう 。
tom will like it .	トムは気に入るでしょう 。
tom won the game .	トムはゲームに勝ちました 。
tom won't eat it .	トムはそれを食べません 。
tom won't retire .	トムは引退しないだろう 。
tom wore goggles .	トムはゴーグルを着用していた 。
tom's big-headed .	トムは頭が大きい 。
tom's distracted .	トムは気が散っている 。
trust me on that .	それに関しては私を信じてください 。
trust me on this .	これに関しては私を信じてください 。
try another door .	別のドアを試してください 。
try it once more .	もう一度試してください 。
try not to laugh .	笑わないようにしてください 。
try not to panic .	パニックにならないようにしてください 。
try not to worry .	心配しないでください 。
try some of this .	これをいくつか試してみてください 。
try this instead .	代わりにこれを試してください 。
try to calm down .	落ち着くようにしてください 。
try to go slower .	ゆっくりと進んでみてください 。
try to look busy .	忙しそうに見えるようにしてください 。
turn right there .	そこを右折してください 。
turn to the left .	左に曲がります 。
wait ! i'm coming !	待って ！今行ってる ！
walk ahead of me .	私の前を歩いてください 。
war's not pretty .	戦争は美しくない 。
was anybody hurt ?	誰か怪我をしましたか ？
was it a robbery ?	それは強盗だったのか ？
was it necessary ?	必要でしたか ？
was that so hard ?	そんなに大変でしたか ？
was there a fire ?	火事がありましたか ？
was there a note ?	メモはありましたか ？
wasn't it enough ?	十分ではなかったですか ？
watch your speed .	スピードに注意してください 。
watch yourselves .	気を付けてください 。
water the plants .	植物に水をやる 。
we all have kids .	私たちは皆子供がいます 。
we are not alone .	私たちは一人ではありません 。
we are soulmates .	私たちはソウルメイトです 。
we arrived first .	私たちが先に到着しました 。
we ate swordfish .	私たちはメカジキを食べました 。
we ate the pizza .	私たちはピザを食べました 。
we both competed .	私たちは二人とも競争しました 。
we both love tom .	私たちは二人ともトムが大好きです 。
we both love you .	私たちは二人ともあなたを愛しています 。
we came together .	私たちは一緒に来ました 。
we can all dream .	私たちは皆夢を見ることができます 。
we can still win .	まだ勝てます 。
we can't be sure .	確かなことはできません 。
we can't do that .	それはできません 。
we can't give up .	私たちは諦められない 。
we can't go back .	もう後戻りはできません 。
we considered it .	検討しました 。
we demand action .	私たちは行動を要求します 。
we depend on you .	私たちはあなたに依存しています 。
we do not forget .	私たちは忘れません 。
we enjoy talking .	私たちは会話を楽しんでいます 。
we found it here .	ここで見つけました 。
we gave our word .	私たちは約束をしました 。
we got separated .	私たちは別れてしまった 。
we got too close .	近づきすぎました 。
we had a bad day .	悪い日でした 。
we hate violence .	私たちは暴力を嫌います 。
we have a crisis .	私たちには危機があります 。
we have a theory .	私たちには理論があります 。
we have homework .	宿題があります 。
we have injuries .	怪我があります 。
we have no money .	私たちにはお金がありません 。
we have no proof .	証拠がありません 。
we have no water .	水がありません 。
we have pictures .	写真があります 。
we have to split .	分割する必要があります 。
we have two ears .	私たちには耳が 2 つあります 。
we have two kids .	私たちには2人の子供がいます 。
we have two sons .	私たちには二人の息子がいます 。
we heard a noise .	物音が聞こえました 。
we heard screams .	悲鳴が聞こえました 。
we just did that .	私たちはそれをやっただけです 。
we just got here .	私たちはたった今ここに着きました 。
we kept in touch .	私たちは連絡を取り合いました 。
we kept our word .	私たちは約束を守りました 。
we know all this .	私たちはこれらすべてを知っています 。
we know it works .	それが機能することはわかっています 。
we left by train .	私たちは電車で出発しました 。
we left together .	私たちは一緒に出発しました 。
we like children .	私たちは子供が好きです 。
we live in peace .	私たちは平和に暮らしています 。
we live together .	私たちは一緒に住んでいます 。
we lost the game .	私たちは試合に負けました 。
we make mistakes .	私たちは間違いを犯します 。
we mean business .	私たちはビジネスを意味します 。
we meant no harm .	私たちは害を及ぼすつもりはありませんでした 。
we met in boston .	私たちはボストンで会いました 。
we met last week .	私たちは先週会いました 。
we met on sunday .	私たちは日曜日に会った 。
we must continue .	続けなければなりません 。
we must evacuate .	私たちは避難しなければなりません 。
we must fix this .	これを修正しなければなりません 。
we must sit down .	私たちは座らなければなりません 。
we must withdraw .	私たちは撤退しなければなりません 。
we need evidence .	証拠が必要です 。
we need exercise .	運動が必要です 。
we need somebody .	誰かが必要です 。
we need supplies .	物資が必要です 。
we need the rain .	雨が必要です 。
