go .	行く 。
we had fun yesterday .	昨日は楽しかったです 。
we had lunch at noon .	私たちは正午に昼食をとりました 。
we have a choice now .	私たちには今、選択肢があります 。
we have a dishwasher .	食器洗い機があります 。
we have a lot of fun .	私たちはとても楽しいです 。
we have an advantage .	私たちには利点があります 。
we have an agreement .	私たちには合意があります 。
we have been friends .	私たちは友達です 。
we have done nothing .	私たちは何もしていません 。
we have enough money .	私たちには十分なお金があります 。
we have enough water .	水は十分にあります 。
we have faith in tom .	私たちはトムを信じています 。
we have faith in you .	私たちはあなたを信じています 。
we have to do better .	私たちはもっと良くしなければなりません 。
we have to pay taxes .	私たちは税金を支払わなければなりません 。
we have to slow down .	速度を落とさなければなりません 。
we have to warn them .	私たちは彼らに警告しなければなりません 。
we have two children .	we have two children .
we haven't lost much .	私たちはそれほど多くを失っていません 。
we hugged each other .	私たちは抱き合いました 。
we just fed the baby .	私たちはちょうど赤ちゃんに食事を与えたところです 。
we kissed each other .	私たちはお互いにキスをしました 。
we knew it all along .	私たちはそれをずっと知っていました 。
we know our problems .	私たちは自分たちの問題を知っています 。
we know this is real .	私たちはこれが本物であることを知っています 。
we know where tom is .	私たちはトムがどこにいるのか知っています 。
we know who they are .	私たちは彼らが誰であるかを知っています 。
we leave immediately .	すぐに出発します 。
we looked ridiculous .	私たちはばかげているように見えました 。
we lost sight of him .	私たちは彼を見失ってしまいました 。
we made quite a team .	私たちはかなりのチームを作りました 。
we make a great team .	私たちは素晴らしいチームを作っています 。
we may not have time .	時間がないかもしれません 。
we meet once a month .	私たちは月に一度会います 。
we met last thursday .	私たちは先週の木曜日に会った 。
we met the other day .	先日会いました 。
we miss tom terribly .	トムがいなくてとても寂しいです 。
we must abandon ship .	私たちは船を放棄しなければなりません 。
we must do something .	私たちは何かをしなければなりません 。
we must go to school .	私たちは学校に行かなければなりません 。
we must not complain .	私たちは文句を言ってはいけません 。
we must obey the law .	私たちは法律に従わなければなりません 。
we need a new leader .	私たちには新しいリーダーが必要です 。
we need instructions .	指示が必要です 。
we need to cut costs .	私たちはコストを削減する必要があります 。
we need to get going .	始めなければなりません 。
we need your support .	あなたのサポートが必要です 。
we packed everything .	すべてを梱包しました 。
we ran down the hill .	私たちは丘を駆け下りました 。
we really are hungry .	私たちは本当にお腹が空いています 。
we really don't know .	本当にわかりません 。
we really have to go .	本当に行かなければなりません 。
we respect tom a lot .	私たちはトムをとても尊敬しています 。
we sat on the stairs .	私たちは階段に座っていました 。
we see tom every day .	私たちはトムに毎日会います 。
we shared everything .	私たちはすべてを共有しました 。
we should follow tom .	私たちはトムに従うべきです 。
we should set a trap .	we should set a trap .
we shouldn't ask why .	理由を尋ねるべきではありません 。
we shouldn't do this .	これはすべきではありません 。
we talk all the time .	私たちはいつも話しています 。
we traveled together .	私たちは一緒に旅行しました 。
we value punctuality .	私たちは時間厳守を大切にしています 。
we walked to my room .	we walked to my room .
we walked to my room .	私たちは私の部屋まで歩いて行きました 。
we want a new carpet .	we want a new carpet .
we want to do better .	私たちはもっと良くしたいと思っています 。
we want to do better .	we want to do better .
we want to live here .	私たちはここに住みたいと思っています 。
we want to negotiate .	we want to negotiate .
we want what we want .	私たちは欲しいものを望んでいます 。
we went to the beach .	私たちはビーチに行きました 。
we went to the river .	私たちは川に行きました 。
we were all so happy .	私たちは皆とても幸せでした 。
we were both thirsty .	私たちは二人とも喉が渇いていました 。
we were disappointed .	私たちはがっかりしました 。
we were disconnected .	切断されました 。
we were eating pizza .	私たちはピザを食べていました 。
we were going steady .	私たちは順調に進んでいた 。
we were just friends .	私たちはただの友達でした 。
we were just playing .	私たちはただ遊んでいただけだった 。
we were one too many .	私たちは一人多すぎました 。
we were playing golf .	私たちはゴルフをしていました 。
we were pretty noisy .	私たちはかなり騒がしかったです 。
we were unsuccessful .	私たちは失敗しました 。
we were very careful .	私たちは非常に慎重でした 。
we were very excited .	私たちはとても興奮していました 。
we were younger then .	その頃私たちは若かったです 。
we wish tom the best .	トムのご冥福をお祈りします 。
we won't forgive you .	私たちはあなたを許しません 。
we work in a factory .	私たちは工場で働いています 。
we'll be eating soon .	すぐに食べます 。
we'll do it together .	一緒にやろうよ 。
we'll do it tomorrow .	明日やります 。
we'll eat on the way .	途中で食べます 。
we'll talk at dinner .	夕食時に話しましょう 。
we'll talk soon , tom .	すぐに話しましょう、トム 。
we'll try this later .	これは後で試してみます 。
we're all devastated .	私たちは皆打ちのめされています 。
we're all going home .	私たちは皆家に帰ります 。
we're all vulnerable .	私たちは皆、脆弱です 。
we're always careful .	私たちは常に注意しています 。
we're an hour behind .	私たちは1時間遅れています 。
we're being attacked .	私たちは攻撃されています 。
we're blood brothers .	私たちは血のつながった兄弟です 。
we're both witnesses .	私たちは二人とも証人です 。
we're claustrophobic .	私たちは閉所恐怖症です 。
we're friends , right ?	私たちは友達ですよね ？
we're getting closer .	近づいてきました 。
we're getting warmer .	暖かくなってきました 。
we're going in first .	私たちが先に入ります 。
we're going shopping .	私たちは買い物に行きます 。
we're going to begin .	始めます 。
we're going to fight .	私たちは戦うつもりです 。
we're going upstairs .	私たちは上の階に行きます 。
we're having a blast .	とても楽しいです 。
we're having company .	私たちは会社を持っています 。
we're in a recession .	私たちは不景気に陥っています 。
we're just beginning .	まだ始まったばかりです 。
we're leaving boston .	私たちはボストンを出発します 。
we're not barbarians .	私たちは野蛮人ではありません 。
we're not being sued .	私たちは訴えられていません 。
we're not evacuating .	私たちは避難していません 。
we're not going home .	私たちは家には帰りません 。
we're not interested .	私たちは興味がありません 。
we're not terrorists .	私たちはテロリストではありません 。
we're not that close .	私たちはそれほど親しくない 。
we're not used to it .	私たちはそれに慣れていません 。
we're not your enemy .	私たちはあなたの敵ではありません 。
we're out of bullets .	弾切れだ 。
we're out of options .	選択肢がありません 。
we're perfectly safe .	私たちは完全に安全です 。
we're protecting you .	私たちがあなたを守っています 。
we're ready for this .	私たちはその準備ができています 。
we're ready to fight .	私たちは戦う準備ができています 。
we're really married .	私たちは本当に結婚しています 。
we're still involved .	私たちはまだ関わっています 。
we're still not sure .	まだわかりません 。
we're still underage .	私たちはまだ未成年です 。
we're too vulnerable .	私たちはあまりにも脆弱です 。
we're very different .	私たちは全く違います 。
we're your last hope .	私たちはあなたの最後の希望です 。
we've all been there .	私たちは皆そこに行ったことがある 。
we've already chosen .	私たちはすでに を選択しました 。
we've discussed this .	これについては議論しました 。
we've got each other .	私たちはお互いを持っています 。
we've had a long day .	長い一日を過ごしました 。
well , are you coming ?	さて、来ますか ？
were you all serious ?	皆さん真剣でしたか ？
were you blindfolded ?	目隠しをしていましたか ？
were you one of them ?	あなたもその一人でしたか ？
were you with anyone ?	誰かと一緒にいましたか ？
what i did was wrong .	私のしたことは間違っていました 。
what a big boy he is !	彼はなんて大きな男の子なんだろう ！
what a great country !	なんと素晴らしい国でしょう ！
what a nice surprise !	なんて素敵な驚きでしょう ！
what a perfect night !	なんて完璧な夜でしょう ！
what a selfish woman !	なんと利己的な女性だろう ！
what a strange story !	なんて奇妙な話でしょう ！
what a strange woman !	なんて奇妙な女性でしょう ！
what a terrific idea !	なんて素晴らしいアイデアでしょう ！
what a waste of time !	なんて時間の無駄でしょう ！
what about your wife ?	あなたの妻はどうですか ？
what am i doing here ?	私はここで何をしているのですか ？
what am i to do next ?	次は何をすればいいですか ？
what am i up against ?	私は何と対峙しているのですか ？
what an awful mother !	なんてひどい母親なんだ ！
what are friends for ?	友達は何のためにあるの ？
what are our chances ?	私たちのチャンスは何ですか ？
what are you cooking ?	何を料理していますか ？
what are you good at ?	あなたは何が得意ですか ？
what are you good at ?	あなたは何が得意ですか ?
what are you holding ?	何を持っていますか ？
what are you reading ?	何を読んでいますか ？
what are you wearing ?	何を着ていますか ？
what are you writing ?	何を書いていますか ？
what are your duties ?	あなたの任務は何ですか ？
what are your orders ?	あなたの命令は何ですか ？
what brings you here ?	何があなたをここに連れてきたのですか ？
what can you give me ?	何をくれますか ？
what could be easier ?	もっと簡単なことは何でしょうか ？
what day is it today ?	今日は何の日ですか ？
what did i say wrong ?	私は何を間違って言ったのですか ？
what did i trip over ?	私は何につまずいたのですか ？
what did it all mean ?	それは一体どういう意味だったのでしょうか ？
what did the boy say ?	少年は何と言った ？
what did they expect ?	彼らは何を期待していましたか ？
what did you call me ?	私を何と呼んでいましたか ？
what did you do then ?	それで何をしましたか ？
what did you turn up ?	何が判明しましたか ？
what do we have here ?	ここには何がありますか ？
what do you remember ?	何を覚えていますか ？
what do you want now ?	今何が欲しいの ？
what does it contain ?	何が含まれていますか ？
what does it involve ?	それは何に関係するのですか ？
what does that prove ?	それは何を証明しますか ？
what else can you do ?	他に何ができるでしょうか ？
what else do we need ?	他に何が必要ですか ？
what exactly is that ?	それは一体何ですか ？
what exactly is this ?	これは一体何ですか ？
what goes on in here ?	ここで何が起こっているのですか ？
what happened to tom ?	トムに何が起こったのですか ？
what happened to him ?	彼に何が起こったのですか ？
what happened to you ?	どうしたの ？
what if you're wrong ?	間違っていたらどうしますか ？
what is a think tank ?	シンクタンクとは何ですか ？
what is he aiming at ?	彼は何を目指しているのでしょうか ？
what is his business ?	彼のビジネスは何ですか ?
what is it this time ?	今回は何ですか ？
what is today's date ?	今日の日付は何ですか ?
what is your address ?	あなたのアドレスは何ですか ？
what is your problem ?	あなたの問題は何ですか ？
what keeps you going ?	何があなたを続けさせますか ？
what made her so sad ?	何が彼女をそんなに悲しませたのでしょうか ？
what makes you happy ?	何があなたを幸せにしますか ？
what makes you laugh ?	何があなたを笑わせますか ？
what makes you smile ?	何があなたを笑顔にしますか ？
what must you do now ?	今何をしなければなりませんか ？
what shall i do next ?	次は何をしましょうか ？
what should i do now ?	今何をすべきですか ？
what time is sunrise ?	日の出は何時ですか ？
what was in the oven ?	オーブンの中に何があったの ？
what was the outcome ?	結果はどうなりましたか ？
what was the problem ?	何が問題でしたか ？
what we need is help .	私たちに必要なのは助けです 。
what you say is true .	あなたの言うことは本当です 。
what're you drinking ?	何を飲んでいますか ？
what's tom afraid of ?	トムは何を恐れているのですか ？
what's tom's address ?	トムの住所は何ですか ？
what's tom's problem ?	トムの問題は何ですか ?
what's all the hurry ?	何を急いでいますか ？
what's going on here ?	ここで何が起こっているのですか ？
what's in the bottle ?	瓶の中には何が入っているの ？
what's in the bucket ?	バケツには何が入っていますか ？
what's it smell like ?	どんな匂いですか ？
what's it sound like ?	どんな音ですか ？
what's that building ?	あの建物は何ですか ？
what's the big hurry ?	大変なことは何ですか ？
what's the commotion ?	何が騒ぎですか ？
what's the deal here ?	ここはどうなっているのですか ？
what's the emergency ?	緊急事態は何ですか ？
what's the good news ?	良い知らせは何ですか ？
what's the next stop ?	次の停留所は何ですか ?
what's the plan , tom ?	計画は何ですか、トム ？
what's their purpose ?	彼らの目的は何ですか ？
what's this used for ?	これは何に使うのですか ？
what's troubling you ?	何が心配ですか ？
what's wrong with it ?	何が悪いのですか ？
what's your nickname ?	あなたのニックネームは何ですか ？
what's your strategy ?	あなたの戦略は何ですか ？
when can i visit you ?	いつ訪問できますか ?
when did he get back ?	彼はいつ戻ってきましたか ？
when did that happen ?	それはいつ起こったのですか ？
when did the war end ?	戦争はいつ終わったのですか ？
when did you do this ?	いつこれをしましたか ？
when did you see him ?	彼をいつ見たのですか ？
when do they need me ?	彼らはいつ私を必要とするのですか ？
when does that start ?	それはいつ始まりますか ？
when is tom arriving ?	トムはいつ到着しますか ?
when is good for you ?	いつがいいですか ？
when was it finished ?	いつ終わったんですか ？
when will he be busy ?	彼はいつ忙しくなりますか ?
when will he go home ?	彼はいつ家に帰りますか ?
when will that occur ?	それはいつ起こりますか ？
when will we go home ?	いつ家に帰りますか ？
when will you arrive ?	いつ到着しますか ？
when will you return ?	いつ戻りますか ？
when's dinner served ?	夕食はいつ提供されますか ？
where are tom's keys ?	トムの鍵はどこにありますか ？
where are my clothes ?	私の服はどこですか ？
where are my glasses ?	私のメガネはどこですか ？
where are my parents ?	私の両親はどこですか ？
where are the apples ?	リンゴはどこですか ？
where are the dishes ?	食器はどこにありますか ？
where are the guards ?	警備員はどこですか ？
where are the knives ?	ナイフはどこにありますか ？
where are the meters ?	メーターはどこにありますか ？
where are the others ?	他はどこですか ？
where are they going ?	彼らはどこへ行くのですか ？
where are we exactly ?	私たちは正確にどこにいるのでしょうか ？
where are you headed ?	どこに向かっているのですか ？
where are you living ?	どこに住んでいますか ？
where can i buy silk ?	シルクはどこで買えますか ？
where did tom buy it ?	トムはそれをどこで買いましたか ?
where did you get it ?	どこで手に入れましたか ？
where does tom study ?	トムはどこで勉強していますか ?
where have they gone ?	彼らはどこへ行ったのですか ？
where is he standing ?	彼はどこに立っているのですか ？
where is my chainsaw ?	私のチェーンソーはどこですか ？
where is the library ?	図書館はどこですか ？
where is the mailbox ?	メールボックスはどこですか ？
where is the mistake ?	どこが間違いですか ？
where is the problem ?	どこに問題があるのでしょうか ？
where is the station ?	駅はどこですか ？
where is your father ?	あなたのお父さんはどこですか ？
where is your jacket ?	あなたのジャケットはどこですか ？
where is your school ?	あなたの学校はどこですか ？
where is your sister ?	あなたの妹はどこですか ？
where shall we begin ?	どこから始めましょうか ？
where should we hide ?	どこに隠れるべきですか ？
where were they sent ?	彼らはどこに送られましたか ？
where were you today ?	今日はどこにいましたか ？
where's tom sleeping ?	トムはどこで寝ていますか ？
where's tom's office ?	トムのオフィスはどこですか ？
where's the bathroom ?	トイレはどこですか ？
where's the director ?	監督はどこですか ？
where's the entrance ?	入り口はどこですか ？
where's the hospital ?	病院はどこですか ？
where's the mail box ?	郵便ポストはどこですか ？
where's the original ?	オリジナルはどこですか ？
where's the pharmacy ?	薬局はどこですか ？
where's the restroom ?	トイレはどこですか ？
where's the washroom ?	洗面所はどこですか ？
where's your captain ?	あなたの船長はどこですか ？
where's your warrant ?	あなたの令状はどこですか ？
which book is better ?	どの本が良いですか ？
which is your guitar ?	あなたのギターはどれですか ？
which is your target ?	あなたのターゲットはどれですか ？
which of you will go ?	どちらが行きますか ？
who am i speaking to ?	私は誰に話しているのですか ？
who are these people ?	この人たちは誰ですか ？
who are those people ?	あの人たちは誰ですか ？
who are you angry at ?	あなたは誰に怒っていますか ？
who are you to judge ?	あなたは誰を判断しますか ？
who are your parents ?	あなたの両親は誰ですか ？
who ate all the pies ?	パイを全部食べたのは誰ですか ？
who broke the window ?	誰が窓を割ったのですか ？
who built this place ?	誰がこの場所を建てたのですか ？
who can i sell it to ?	誰に売ればいいですか ？
who can do this work ?	誰がこの仕事をできるでしょうか ？
who caught this fish ?	誰がこの魚を釣りましたか ？
who coaches the team ?	誰がチームをコーチしますか ？
who deleted the file ?	ファイルを削除したのは誰ですか ?
who did you vote for ?	あなたは誰に投票しましたか ？
who do you know here ?	ここで誰を知っていますか ？
who do you live with ?	誰と一緒に住んでいますか ？
who doesn't think so ?	そう思わない人はいるでしょうか ？
who else do you miss ?	他に誰がいなくて寂しいですか ？
who else is with you ?	他に誰があなたと一緒にいるのですか ？
who else was present ?	他に誰が出席していましたか ？
who gave the command ?	誰が命令を出したのか ？
who invited you guys ?	誰があなたたちを招待しましたか ？
who invited you here ?	誰があなたをここに招待しましたか ？
who is he talking to ?	彼は誰と話しているのですか ？
who is the boss here ?	ここのボスは誰ですか ？
who let the dogs out ?	誰が犬を外に出したのですか ？
who planted the tree ?	誰が木を植えたのですか ？
who recommended that ?	誰がそれを勧めたのですか ？
who said i had a gun ?	私が銃を持っていると言った人は誰ですか ？
who should i believe ?	誰を信じればいいですか ？
who took care of you ?	誰があなたの世話をしてくれましたか ？
who took the picture ?	who took the picture ?
who unplugged the tv ?	誰がテレビのプラグを抜いたのですか ？
who was sitting here ?	誰がここに座っていましたか ？
who will you go with ?	誰と一緒に行きますか ？
who wrote the letter ?	誰が手紙を書きましたか ？
who'll pay the bills ?	誰が請求書を支払いますか ？
who's tom looking at ?	トムは誰を見ているの ？
who's coming with me ?	誰が私と一緒に来ますか ？
who's going to do it ?	誰がやるの ？
who's going to drive ?	誰が運転するの ？
who's gonna be there ?	誰がそこにいるの ？
who's protecting tom ?	誰がトムを守っているの ？
who's ready for more ?	誰がもっと準備ができていますか ？
who's ready to order ?	誰が注文する準備ができていますか ？
who's your boyfriend ?	あなたの彼氏は誰ですか ？
whose camera is this ?	これは誰のカメラですか ？
whose friend are you ?	あなたは誰の友達ですか ？
whose guitar is this ?	これは誰のギターですか ？
whose office is this ?	ここは誰のオフィスですか ？
whose pencil is this ?	この鉛筆は誰のものですか ？
why am i still alive ?	なぜ私はまだ生きているのですか ？
why are they leaving ?	なぜ彼らは去ってしまうのですか ？
why are you all here ?	なぜみんなここにいるのですか ？
why are you bleeding ?	なぜ出血しているのですか ？
why are you sleeping ?	なぜ寝ているのですか ？
why are you so angry ?	なぜそんなに怒っているのですか ？
why are you so happy ?	なぜそんなに嬉しいのですか ？
why are you so quiet ?	なぜそんなに静かなのですか ？
why are you so tired ?	なぜそんなに疲れているのですか ？
why are you so upset ?	なぜそんなに動揺しているのですか ？
why are you stopping ?	なぜ止まっているのですか ？
why are you studying ?	なぜ勉強しているのですか ？
why aren't you happy ?	なぜ幸せではないのですか ？
why aren't you ready ?	なぜ準備ができていないのですか ？
why bother fixing it ?	なぜわざわざ直すのですか ？
why can't we do both ?	なぜ両方できないのですか ？
why can't we do that ?	なぜそれができないのでしょうか ？
why did tom call you ?	なぜトムはあなたに電話したのですか ？
why did he come here ?	なぜ彼はここに来たのですか ？
why did they do that ?	なぜ彼らはそんなことをしたのでしょうか ？
why did you ditch me ?	なぜ私を捨てたのですか ？
why did you eat that ?	なぜそれを食べたのですか ？
why did you kiss tom ?	なぜトムにキスしたのですか ？
why did you run away ?	なぜ逃げたのか ？
why did you shoot me ?	なぜ私を撃ったのですか ？
why didn't you do it ?	なぜそれをしなかったのですか ？
why didn't you shave ?	なぜ剃らなかったのですか ？
why do i believe you ?	なぜ私はあなたを信じますか ？
why do stars twinkle ?	なぜ星は瞬くのですか ？
why do you have that ?	なぜそれを持っているのですか ？
why do you ignore me ?	なぜ私を無視するのですか ？
why do you need them ?	なぜそれらが必要なのですか ？
why do you permit it ?	なぜ許可するのですか ？
why do you work here ?	なぜここで働いているのですか ？
why don't i call you ?	なぜあなたに電話しないのですか ？
why don't we all run ?	みんなで走ってみませんか ？
why don't we go home ?	家に帰りませんか ？
why don't you answer ?	なぜ答えないのですか ？
why don't you listen ?	なぜ聞かないのですか ？
why haven't we begun ?	なぜ始めないのですか ？
why is he doing this ?	なぜ彼はこれをしているのですか ？
why is he so popular ?	なぜ彼はそんなに人気があるのですか ？
why is she so silent ?	why is she so silent ?
why is that so funny ?	なぜそんなに面白いのですか ？
why not come with me ?	私と一緒に来ませんか ？
why wasn't tom there ?	なぜトムはそこにいなかったのですか ？
why were they scared ?	なぜ彼らは怖かったのですか ？
why were you so slow ?	なぜそんなに遅かったのですか ？
why's tom still here ?	なぜトムはまだここにいるのですか ？
will he be here soon ?	彼はもうすぐここに来ますか ？
will it snow tonight ?	今夜は雪が降りますか ？
will surgery help it ?	手術は役に立ちますか ？
will the police come ?	警察は来ますか ？
will you come or not ?	来ますか、来ませんか ？
will you wait for me ?	私を待ってくれますか ？
wipe your face clean .	顔をきれいに拭きます 。
would you forgive me ?	許してくれますか ？
would you like a dog ?	犬が欲しいですか ？
would you like to go ?	行きたいですか ？
would you step aside ?	脇に下がってくれますか ？
would you trust them ?	あなたは彼らを信頼しますか ？
write down each word .	それぞれの単語を書き留めます 。
write your full name .	フルネームを書いてください 。
yesterday was monday .	昨日は月曜日でした 。
yesterday was sunday .	昨日は日曜日でした 。
you always lie to me .	あなたはいつも私に嘘をつきます 。
you are a bad person .	あなたは悪い人です 。
you are a workaholic .	あなたは仕事中毒です 。
you are new students .	あなたたちは新入生です 。
you are not japanese .	あなたは日本人ではありません 。
you are not a coward .	あなたは卑怯者ではありません 。
you are not a doctor .	あなたは医者ではありません 。
you are now an adult .	あなたはもう大人です 。
you are under arrest .	あなたは逮捕されています 。
you are welcome here .	どういたしまして 。
you are what you eat .	あなたはあなたが食べるものです 。
you aren't my mother .	あなたは私の母親ではありません 。
you aren't one of us .	あなたは私たちの一員ではありません 。
you can bank on that .	あなたはそれを頼りにすることができます 。
you can come with us .	一緒に来てもいいよ 。
you can count on tom .	トムは頼りになるよ 。
you can count on her .	彼女は頼りになるよ 。
you can count on him .	彼は頼りになるよ 。
you can depend on it .	あなたはそれに依存することができます 。
you can fix all this .	これはすべて修正できます 。
you can sit down now .	今は座っても大丈夫です 。
you can take a break .	休憩を取ることができます 。
you can't be serious .	真剣にはなれないよ 。
you can't be so sure .	そう確信することはできません 。
you can't change tom .	トムを変えることはできません 。
you can't control me .	あなたは私をコントロールすることはできません 。
you can't drink here .	ここでは飲めません 。
you can't go outside .	外に出ることはできません 。
you can't prove that .	それを証明することはできません 。
you can't smoke here .	ここでは喫煙できません 。
you chose a good one .	良いものを選びましたね 。
you could've told me .	あなたは私に言うことができたでしょう 。
you crossed the line .	あなたは一線を越えました 。
you did a good thing .	あなたは良いことをしました 。
you don't have to go .	行く必要はありません 。
you don't have to go .	you don't have to go .
you don't impress me .	あなたは私に印象を与えません 。
you don't look happy .	you don't look happy .
you don't look happy .	あなたは幸せそうに見えません 。
you don't need a lot .	たくさんは必要ありません 。
you don't talk a lot .	you don't talk a lot .
you don't understand .	you don't understand .
you forgot your coat .	you forgot your coat .
you go on without me .	あなたは私なしで続けます 。
you go on without me .	you go on without me .
you got here on time .	時間通りにここに着きましたね 。
you got here on time .	you got here on time .
you got it all wrong .	あなたはすべて間違っています 。
you got it all wrong .	you got it all wrong .
you guys are awesome .	you guys are awesome .
you have a great job .	あなたは素晴らしい仕事をしています 。
you have a great job .	you have a great job .
you have been warned .	警告を受けています 。
you have betrayed us .	あなたは私たちを裏切りました 。
you have no evidence .	証拠がありません 。
you have no messages .	メッセージはありません 。
you have our respect .	敬意を表します 。
you have to go alone .	あなたは一人で行かなければなりません 。
you have to hurry up .	急がなければなりません 。
you have to keep fit .	健康を維持しなければなりません 。
you have to stay fit .	健康を維持しなければなりません 。
you have to trust me .	私を信じなければなりません 。
you hit the bullseye .	あなたは的を射ています 。
you hurt my feelings .	あなたは私の気持ちを傷つけました 。
you keep out of this .	あなたはこれを避けてください 。
you killed my father .	あなたは私の父を殺しました 。
you killed my mother .	あなたは私の母を殺しました 。
you knew , didn't you ?	知ってましたね ？
you know i hate that .	私がそれを嫌うのは知っています 。
you lack imagination .	あなたには想像力が欠けています 。
you left the iron on .	アイロンをかけたままにしました 。
you live in my heart .	あなたは私の心の中に住んでいます 。
you look happy today .	今日は幸せそうだね 。
you look like a girl .	あなたは女の子のように見えます 。
you look really good .	あなたはとてもいいですね 。
you look so handsome .	あなたはとてもハンサムですね 。
you looked exhausted .	あなたは疲れ果てているように見えました 。
you lost , didn't you ?	負けたんですよね ？
you made it possible .	あなたがそれを可能にしてくれました 。
you make me so happy .	あなたは私をとても幸せにします 。
you may speak to him .	彼と話してもいいでしょう 。
you may use this car .	この車を使ってもいいでしょう 。
you mean a lot to me .	あなたは私にとってとても大切な存在です 。
you might be correct .	あなたは正しいかもしれません 。
you misunderstood me .	あなたは私を誤解しました 。
you must be cautious .	注意が必要です 。
you must be homesick .	あなたはホームシックになっているに違いありません 。
you must be starving .	あなたは飢えているに違いありません 。
you must do as i say .	あなたは私の言うとおりにしなければなりません 。
you must not give up .	諦めてはいけません 。
you need to fix this .	これを修正する必要があります 。
you need to lie down .	横になる必要があります 。
you need to see this .	これを見る必要があります 。
you need to sober up .	酔いを覚ます必要があります 。
you overestimate him .	あなたは彼を過大評価しています 。
you owe me something .	あなたは私に借りがあります 。
you pay me very well .	あなたは私にとてもよく払ってくれます 。
you said it yourself .	あなた自身が言いました 。
you seem happy today .	今日は幸せそうだね 。
you seem really busy .	本当に忙しそうですね 。
you should apologize .	謝るべきだ 。
you should go to bed .	寝たほうがいいよ 。
you should not sleep .	寝てはいけません 。
you should read more .	もっと読むべきです 。
you should read this .	これを読んでください 。
you should stop that .	それはやめるべきです 。
you should try it on .	試着してみるといいでしょう 。
you should work hard .	一生懸命働くべきです 。
you should've called .	に電話すべきだった 。
you should've phoned .	電話すべきだった 。
you snooze , you lose .	居眠りをすると負けです 。
you talk really fast .	あなたは本当に早口で話しますね 。
you touched my heart .	あなたは私の心に響きました 。
you two fight it out .	あなたたち二人は戦います 。
you were great today .	今日は素晴らしかったです 。
you were incompetent .	あなたは無能でした 。
you will regret this .	あなたはこれを後悔するでしょう 。
you won't believe it .	信じられないでしょう 。
you won't need those .	それらは必要ありません 。
you'd better come in .	入ったほうがいいよ 。
you'd better go home .	家に帰ったほうがいいよ 。
you'll be in trouble .	困ることになるでしょう 。
you'll get over this .	あなたはこれを乗り越えられるでしょう 。
you'll have to drive .	あなたは運転する必要があります 。
you're german , right ?	あなたはドイツ人ですよね ？
you're a filthy liar !	あなたはひどい嘘つきです ！
you're a good mother .	あなたは良いお母さんですね 。
you're a little late .	少し遅れていますね 。
you're a little liar .	あなたは少し嘘つきです 。
you're a mean person .	あなたは意地悪な人です 。
you're a total wreck .	あなたは完全に廃人です 。
you're a true friend .	あなたは本当の友達です 。
you're being watched .	あなたは監視されています 。
you're conscientious .	あなたは良心的ですね 。
you're double-parked .	あなたは二重駐車です 。
you're flattering me .	あなたはお世辞ですね 。
you're going to lose .	あなたは負けるでしょう 。
you're going too far .	行き過ぎですよ 。
you're in charge now .	今はあなたが責任者です 。
you're just a coward .	あなたはただの卑怯者です 。
you're never at home .	あなたは決して家にいません 。
you're no fun at all .	あなたは全然面白くないよ 。
you're not a suspect .	あなたは容疑者ではありません 。
you're not in charge .	あなたは担当者ではありません 。
you're not listening !	聞いてないよ ！
you're not my friend .	あなたは私の友達ではありません 。
you're not my mother .	あなたは私の母親ではありません 。
you're not one of us .	あなたは私たちの一員ではありません 。
you're not safe here .	ここは安全ではありません 。
you're not the first .	あなたが最初ではありません 。
you're not very good .	あなたはあまり上手ではありません 。
you're not very tidy .	あなたはあまりきちんとしていません 。
you're opportunistic .	あなたは日和見主義です 。
you're overconfident .	あなたは自信過剰です 。
you're overemotional .	あなたは感情的すぎます 。
you're putting me on .	あなたは私を着させています 。
you're really gifted .	あなたは本当に才能に恵まれています 。
you're right on time .	時間通りですよ 。
you're still growing .	あなたはまだ成長中です 。
you're such a gossip .	あなたはとてもうわさ話です 。
you're such an idiot !	君は本当に馬鹿だね ！
you're temperamental .	あなたは気まぐれです 。
you're the scapegoat .	あなたはスケープゴートです 。
you're totally right .	あなたは完全に正しいです 。
you're unforgettable .	あなたは忘れられないです 。
you're very flexible .	あなたはとても柔軟です 。
you're very generous .	貴方はとても気前が良い 。
you're very talented .	あなたはとても才能があります 。
you're wasting water .	水の無駄遣いです 。
you've been infected .	あなたは感染しました 。
you've been selected .	あなたは選ばれました 。
you've earned a rest .	あなたは休息を獲得しました 。
you've got my helmet .	私のヘルメットを持っていますね 。
you've grown up , tom .	大人になったね、トム 。
you've hurt me a lot .	あなたは私をとても傷つけました 。
you've misunderstood .	あなたは誤解しています 。
you've risked enough .	あなたは十分に危険を冒しました 。
your answer is right .	あなたの答えは正しいです 。
your answer is wrong .	あなたの答えは間違っています 。
your dog is very big .	あなたの犬はとても大きいです 。
your dog is very fat .	あなたの犬はとても太っています 。
your ideas are weird .	あなたの考えは奇妙です 。
your jeans are dirty .	あなたのジーンズは汚れています 。
your mother loves me .	あなたのお母さんは私を愛しています 。
your nose is running .	鼻水が出ています 。
your phone's ringing .	電話が鳴っています 。
your pulse is normal .	脈拍は正常です 。
your shoes are dirty .	靴が汚れています 。
your son is a genius .	あなたの息子は天才です 。
"says who ?" "says me ."	「誰が言ったの？」 「そう言います。」
