go .	行く 。
don't give up !	あきらめないで ！
don't give up .	あきらめないで 。
don't hurt me .	私を傷つけないでください 。
don't kill me .	私を殺さないでください 。
don't mock me .	私をからかわないでください 。
don't push it .	押さないでください 。
don't push me !	私を押し込まないでください ！
don't push me .	私を押し付けないでください 。
don't sass me .	冗談は言わないでください 。
don't tell me .	言わないでください 。
don't wait up .	待ってはいけません 。
draw a circle .	円を描きます 。
drink it down .	飲み干してください 。
drop your gun !	銃を捨てろ ！
dry your eyes .	目が乾きます 。
eat and drink .	食べたり飲んだり 。
eat something .	何かを食べる 。
eat your peas .	エンドウ豆を食べてください 。
even tom lied .	トムさえ嘘をついた 。
everyone dies .	誰もが死ぬ 。
everyone sang .	みんなで歌いました 。
everyone wins .	誰もが勝ちます 。
feed the bird !	鳥に餌をあげよう ！
feed the bird .	鳥に餌をやる 。
get a haircut .	散髪をする 。
get back here .	ここに戻ってください 。
get off of me .	私から降りてください 。
get some rest .	ゆっくり休んでください 。
get your coat .	コートを手に入れてください 。
get your gear .	ギアを入手してください 。
give him time .	彼に時間を与えてください 。
give it to me !	それを私にください ！
give it to me .	それを私にください 。
give me a few .	いくつか教えてください 。
give me a hug .	ハグしてください 。
give me a sec .	ちょっと待ってください 。
god bless you !	神のお恵みがありますように ！
god knows why .	その理由は神のみぞ知るです 。
guess who won .	誰が勝ったか推測してください 。
hand it to me .	それを私に渡してください 。
hang on tight !	しっかり待ってください ！
hang on tight .	しっかり待ってください 。
have a cookie .	クッキーを持っています 。
have him come .	彼に来てもらいます 。
have some ham .	ハムを食べてください 。
he broke them .	彼はそれらを壊した 。
he can't sing .	彼は歌えません 。
he can't swim .	彼は泳げません 。
he cheated me .	彼は私を騙した 。
he cracked up .	彼は声を上げた 。
he drank beer .	彼はビールを飲みました 。
he dropped it .	彼はそれを落とした 。
he dug a hole .	彼は穴を掘りました 。
he eats a lot .	彼はたくさん食べます 。
he feels hurt .	彼は傷ついたと感じている 。
he fooled her .	彼は彼女を騙した 。
he got caught .	彼は捕まった 。
he has a book .	彼は本を持っています 。
he has a cold .	彼は風邪をひいています 。
he has a maid .	彼にはメイドがいる 。
he has braces .	彼は中括弧をしています 。
he hugged her .	彼は彼女を抱きしめた 。
he ignored me .	彼は私を無視した 。
he is british .	彼はイギリス人です 。
he is english .	彼はイギリス人です 。
he is a thief .	彼は泥棒です 。
he is awesome .	彼は素晴らしいです 。
he is foolish .	彼は愚かだ 。
he is my boss .	彼は私の上司です 。
he is my type !	彼は私のタイプです ！
he is no fool .	彼は愚か者ではない 。
he is out now .	彼は今外出中です 。
he is reading .	彼は本を読んでいます 。
he is running .	彼は走っています 。
he is skating .	彼はスケートをしています 。
he is too old .	彼は年をとりすぎています 。
he killed him .	彼は彼を殺しました 。
he left early .	彼は早く出発した 。
he lied to me .	彼は私に嘘をつきました 。
he liked that .	彼はそれが気に入った 。
he looks pale .	彼は青ざめている 。
he looks well .	彼は元気そうだ 。
he loves toys .	彼はおもちゃが大好きです 。
he made me go .	彼は私を行かせました 。
he never lies .	彼は決して嘘をつきません 。
he pinched me !	彼は私をつねった ！
he seems kind .	彼は優しそうだ 。
he sells cars .	彼は車を売っています 。
he shot at me .	彼は私に向かって発砲した 。
he smells bad .	彼は臭いがする 。
he talks well .	彼はよく話します 。
he touched me .	彼は私に触れました 。
he tricked me .	彼は私を騙した 。
he tries hard .	彼は一生懸命努力します 。
he walks fast .	彼は歩くのが速いです 。
he wants more .	彼はもっと欲しいと思っています 。
he was crying .	彼は泣いていました 。
he was stoned .	彼は石で打たれた 。
he went blind .	彼は失明してしまいました 。
he's a grouch .	彼は不機嫌だ 。
he's a jesuit .	彼はイエズス会士です 。
he's a senior .	彼は先輩です 。
he's a tycoon .	彼は大物だ 。
he's addicted .	彼は中毒だ 。
he's adorable .	彼は愛らしいです 。
he's after me .	彼は私を追っている 。
he's annoying .	彼は迷惑だ 。
he's demented .	彼は認知症だ 。
he's in tokyo .	彼は東京にいます 。
he's innocent .	彼は無実だ 。
he's insecure .	彼は不安です 。
he's no saint .	彼は聖人ではありません 。
he's not home .	彼は家にいません 。
he's not sick .	彼は病気ではありません 。
he's outraged .	彼は激怒している 。
he's ruthless .	彼は無慈悲だ 。
he's so young .	彼はとても若いです 。
he's studying .	彼は勉強しています 。
he's too busy .	彼は忙しすぎます 。
he's too slow .	彼は遅すぎる 。
he's very ill .	彼はとても病気です 。
he's your son .	彼はあなたの息子です 。
help yourself .	自分自身を助けてください 。
here he comes .	彼が来ました 。
here or to go ?	ここに行くか、それとも行きますか ？
his nose bled .	彼の鼻血は出た 。
hold the door .	ドアを押さえてください 。
hold the line .	ラインを保持してください 。
hold the rope .	ロープを持ってください 。
how about you ?	あなたはどうですか ？
how beautiful !	なんて美しいのでしょう ！
how big is he ?	彼はどれくらい大きいですか ？
how big is it ?	どれくらい大きいですか ？
how can i pay ?	どうやって支払えますか ？
how can it be ?	どうしてそうなるのでしょうか ？
how do i look ?	私はどう見えますか ？
how old is he ?	彼は何歳ですか ？
how thrilling !	なんてスリル満点でしょう ！
how was class ?	授業はどうでしたか ？
how's the dog ?	犬はどうですか ？
i acquired it .	入手しました 。
i almost died .	危うく死にそうになった 。
i already ate .	もう食べました 。
i always lose .	私はいつも負けます 。
i always walk .	私はいつも歩いています 。
i am american .	私はアメリカ人です 。
i am japanese .	私は日本人です 。
i am a muslim .	私はイスラム教徒です 。
i am a runner .	私はランナーです 。
i am all ears .	私はすべての耳です 。
i am diabetic .	糖尿です 。
i am divorced .	私は離婚しています 。
i am in paris .	私はパリにいます 。
i am new here .	私はここに来たのは初めてです 。
i am not deaf .	私は聴覚障害者ではありません 。
i am so sorry .	申し訳ありません 。
i am very sad .	とても悲しいです 。
i ate a donut .	ドーナツを食べました 。
i ate quickly .	急いで食べました 。
i baked a pie .	パイを焼きました 。
i became rich .	私は金持ちになりました 。
i believe you .	私はあなたを信じています 。
i belong here .	私はここに属します 。
i borrowed it .	借りました 。
i bribed them .	私は彼らに賄賂を渡しました 。
i burned them .	私はそれらを燃やしました 。
i called home .	家に電話しました 。
i called them .	私は彼らに電話しました 。
i can buy one .	1つ買えます 。
i can do this .	これはできます 。
i can explain .	説明できます 。
i can feel it .	それを感じます 。
i can survive .	私は生き残ることができます 。
i can't dance .	私は踊れません 。
i can't do it .	私にはできません 。
i can't leave .	離れられない 。
i can't sleep .	眠れません 。
i can't smoke .	私は喫煙できません 。
i canceled it .	キャンセルしました 。
i caused this .	私がこれを引き起こしました 。
i contributed .	私は貢献しました 。
i cough a lot .	私はよく咳をします 。
i cried a lot .	たくさん泣きました 。
i cut classes .	授業をカットしました 。
i deserved it .	私はそれに値する 。
i designed it .	私がデザインしました 。
i despise tom .	私はトムを軽蔑します 。
i despise you .	私はあなたを軽蔑します 。
i did it once .	一度やりました 。
i did my best .	私は最善を尽くしました 。
i did my part .	私は自分の役割を果たしました 。
i did nothing .	私は何もしませんでした 。
i did see him .	私は彼を見ました 。
i didn't call .	電話はしませんでした 。
i didn't care .	気にしませんでした 。
i didn't know .	知りませんでした 。
i didn't look .	見てなかった 。
i didn't move .	私は動かなかった 。
i didn't stop .	止まらなかった 。
i didn't vote .	私は投票しませんでした 。
i didn't walk .	私は歩きませんでした 。
i do like you .	私はあなたのことが好きです 。
i do love you .	私はあなたを愛しています 。
i do remember .	覚えています 。
i don't agree .	私は同意しません 。
i don't dance .	私は踊りません 。
i don't dream .	夢を見ない 。
i don't drink .	私は飲みません 。
i don't smoke .	私はタバコを吸いません 。
i don't snore .	いびきをかかない 。
i don't steal .	私は盗みません 。
i drank a lot .	たくさん飲みました 。
i dream a lot .	私はたくさん夢を見ます 。
i enjoy chess .	私はチェスを楽しんでいます 。
i enjoy music .	私は音楽を楽しんでいます 。
i enjoy poker .	私はポーカーを楽しんでいます 。
i exaggerated .	私は誇張しました 。
i fear no one .	私は誰も恐れません 。
i fed the dog .	犬に餌をあげました 。
i feel better .	気分が良くなりました 。
i feel guilty .	罪悪感を感じます 。
i feel hungry .	お腹が空いた気がします 。
i feel it now .	今それを感じています 。
i feel lonely .	寂しいです 。
i feel my age .	年齢を感じます 。
i feel normal .	私は普通だと感じます 。
i feel queasy .	吐き気がします 。
i feel so bad .	とても気分が悪い 。
i feel stupid .	私は愚かだと感じます 。
i feel unwell .	気分が悪いです 。
i fell asleep .	私は眠ってしまった 。
i fell for it .	私はそれにはまりました 。
i felt guilty .	罪悪感を感じました 。
i felt lonely .	寂しかったです 。
i felt reborn .	生まれ変わったような気がしました 。
i felt scared .	怖かったです 。
i felt strong .	強いと感じました 。
i finally won .	ついに勝ちました 。
i finished it .	終わった 。
i forbid that .	それは禁止します 。
i forgive you .	私はあなたを許す 。
i fought back .	私は反撃しました 。
i found a job .	仕事を見つけました 。
i found these .	これらを見つけました 。
i freaked out .	びっくりしました 。
i got a bonus .	ボーナスをもらいました 。
i got it free .	無料で手に入れました 。
i got married .	結婚しました 。
i got nothing .	何も得られませんでした 。
i got scammed .	詐欺に遭いました 。
i got shot at .	撃たれた 。
i got thirsty .	喉が渇いた 。
i had an idea .	アイデアがあった 。
i had no clue .	私には何の手がかりもありませんでした 。
i had no idea .	わからなかった 。
i had to hide .	隠さなければならなかった 。
i had to stay .	私は滞在しなければなりませんでした 。
i had to stop .	やめなければならなかった 。
i had to work .	仕事をしなければならなかった 。
i hate celery .	私はセロリが嫌いです 。
i hate coffee .	私はコーヒーが嫌いです 。
i hate crowds .	私は人混みが嫌いです 。
i hate flying .	私は飛行機が嫌いです 。
i hate losing .	私は負けるのが嫌いです 。
i hate moving .	私は動くのが嫌いです 。
i hate myself .	私は自分自身が嫌いです 。
i hate school .	私は学校が嫌いです 。
i hate soccer .	私はサッカーが嫌いです 。
i hate winter .	冬は嫌いです 。
i have a cold .	私は風邪をひいている 。
i have a date .	デートがあります 。
i have a plan .	計画があります 。
i have a ring .	私は指輪を持っています 。
i have a twin .	私には双子がいます 。
i have a visa .	私はビザを持っています 。
i have a wife .	私には妻がいます 。
i have cancer .	私は癌を患っています 。
i have doubts .	疑問があります 。
i have failed .	失敗してしまいました 。
i have had it .	私はそれを持っていました 。
i have orders .	注文があります 。
i have rights .	私には権利があります 。
i have tenure .	私には在職期間があります 。
i have to run .	走らなければなりません 。
i have to try .	試してみなければなりません 。
i have to win .	勝たなければなりません 。
i hear sirens .	サイレンが聞こえます 。
i ignored tom .	私はトムを無視した 。
i ignored him .	私は彼を無視しました 。
i just did it .	やったばかりです 。
i just got up .	今起きたところです 。
i just smiled .	私はただ微笑んだだけです 。
i kid you not .	私はあなたを冗談ではありません 。
i know french .	私はフランス語を知っています 。
i know myself .	私は自分自身を知っています 。
i know people .	私は人々を知っています 。
i know things .	私は物事を知っています 。
i let it fall .	私はそれを落としました 。
i let them go .	私は彼らを手放しました 。
i like french .	私はフランス語が好きです 。
i like camels .	私はラクダが好きです 。
i like cities .	私は都市が好きです 。
i like clocks .	私は時計が好きです 。
i like garlic .	私はニンニクが好きです 。
i like grapes .	私はブドウが好きです 。
i like movies .	私は映画が好きです 。
i like my job .	私は自分の仕事が好きです 。
i like salmon .	私はサーモンが好きです 。
i like skiing .	私はスキーが好きです 。
i like spring .	私は春が好きです 。
i like sweets .	私は甘いものが好きです 。
i like to eat .	私は食べるのが好きです 。
i like to run .	私は走るのが好きです 。
i like trains .	私は電車が好きです 。
i like winter .	私は冬が好きです 。
i like yellow .	私は黄色が好きです 。
i live nearby .	私は近くに住んでいます 。
i looked away .	私は目をそらした 。
i looked down .	私は下を向いた 。
i lost my dog .	犬を亡くしました 。
i lost my key .	鍵を紛失してしまいました 。
i love arabic .	私はアラビア語が大好きです 。
i love boston .	私はボストンが大好きです 。
i love french .	私はフランス語が大好きです 。
i love monday !	月曜日が大好きです ！
i love apples .	私はリンゴが大好きです 。
i love autumn .	私は秋が大好きです 。
i love baking .	私はベーキングが大好きです 。
i love camels .	私はラクダが大好きです 。
i love coffee .	私はコーヒーが大好きです 。
i love hiking .	私はハイキングが大好きです 。
i love horses .	私は馬が大好きです 。
i love movies .	私は映画が大好きです 。
i love my job .	私は自分の仕事が大好きです 。
i love my mom .	私はお母さんが大好きです 。
i love myself .	私は自分自身を愛している 。
i love nature .	私は自然が大好きです 。
i love poetry .	私は詩が大好きです 。
i love spring .	私は春が大好きです 。
i love summer .	夏が大好きです 。
i love winter .	冬が大好きです 。
i made a copy .	コピーを作りました 。
i made a deal .	取引をしました 。
i made a list .	リストを作りました 。
i made coffee .	コーヒーを作りました 。
i made dinner .	夕食を作りました 。
i made him go .	私は彼を行かせました 。
i miss boston .	ボストンが恋しいです 。
i miss my cat .	猫がいなくて寂しいです 。
i miss my mom .	母がいなくて寂しいです 。
i must fix it .	それを直さなければなりません 。
i must go now .	今行かなければなりません 。
i must go out .	出かけなければなりません 。
i must insist .	私は主張しなければなりません 。
i must object .	私は反対しなければなりません 。
i must refuse .	断らなければなりません 。
i must resist .	私は抵抗しなければなりません 。
i nearly died .	危うく死にそうになった 。
i need a bath .	お風呂が必要です 。
i need a coat .	コートが必要です 。
i need a crew .	乗組員が必要です 。
i need a lamp .	ランプが必要です 。
i need a plan .	計画が必要です 。
i need a ride .	車に乗せてほしい 。
i need a room .	部屋が必要です 。
i need a week .	一週間必要です 。
i need advice .	アドバイスが必要です 。
i need my key .	私の鍵が必要です 。
i needed help .	助けが必要でした 。
i never drink .	私は決して飲みません 。
i never spoke .	私は話したことがありません 。
i never worry .	心配することはありません 。
i ought to go .	行かなければなりません 。
i outrank you .	私はあなたより上位です 。
i owe you one .	私はあなたに借りがあります 。
i own a horse .	私は馬を所有しています 。
i own a yacht .	私はヨットを所有しています 。
i play violin .	私はバイオリンを弾きます 。
i prefer dogs .	私は犬の方が好きです 。
i quit my job .	仕事を辞めました 。
i quite agree .	私も全く同感です 。
i ran outside .	私は外に走りました 。
i remember it .	覚えています 。
i rescheduled .	予定を変更しました 。
i rescued her .	私は彼女を救出しました 。
i rescued him .	私は彼を救出しました 。
i rescued you .	私はあなたを救出しました 。
i resent that .	それを再送しました 。
i respect you .	私はあなたを尊敬します 。
i said thanks .	私はありがとうと言った 。
i saw a mouse !	ネズミを見ました ！
i saw a plane .	飛行機を見ました 。
i saw nothing .	何も見えなかった 。
i saw someone .	誰かを見ました 。
i see a light .	光が見えました 。
i see a queen .	女王様が見えます 。
i see someone .	誰かが見えます 。
i see the boy .	男の子が見えます 。
i should quit .	やめたほうがいいです 。
i slapped him .	私は彼を平手打ちした 。
i slept a lot .	たくさん寝ました 。
i smell bacon .	ベーコンの匂いがする 。
i smell blood .	血の匂いがする 。
i smell smoke .	煙の匂いがする 。
i stole a gun .	私は銃を盗みました 。
i support him .	私は彼を支持します 。
i surrendered .	私は降参した 。
i think i can .	できると思います 。
i told you so .	そう言いました 。
i took a bath .	お風呂に入りました 。
i tricked you .	私はあなたを騙しました 。
i tried again .	もう一度試してみました 。
i trusted you .	私はあなたを信頼していました 。
i use firefox .	私はFirefoxを使用しています 。
i volunteered .	私は志願しました 。
i walked here .	ここを歩いてきました 。
i want a book .	本が欲しいです 。
i want a pony .	ポニーが欲しいです 。
i want a pool .	プールが欲しいです 。
i want it all .	全部欲しいです 。
i want to cry .	泣きたいです 。
i want to die .	私は死にたい 。
i want to run .	走りたい 。
i want to try .	試してみたいです 。
i wanted this .	これが欲しかった 。
i was ashamed .	恥ずかしかったです 。
i was at home .	私は家にいました 。
i was at work .	私は仕事中でした 。
i was careful .	気をつけていました 。
i was crushed .	私は打ちのめされました 。
i was curious .	興味がありました 。
i was dancing .	私は踊っていました 。
i was drugged .	私は薬を盛られていました 。
i was elected .	私は当選しました 。
i was excited .	興奮しました 。
i was furious .	私は激怒しました 。
i was invited .	招待されました 。
i was kidding .	冗談だった 。
i was patient .	私は我慢していました 。
i was pleased .	嬉しかったです 。
i was relaxed .	リラックスしていました 。
i was singing .	歌っていました 。
i was stunned .	私はびっくりしました 。
i was tempted .	誘惑に駆られました 。
i was too shy .	恥ずかしすぎた 。
i was trapped .	私は閉じ込められました 。
i was unarmed .	私は丸腰でした 。
i was unlucky .	運が悪かったです 。
i was worried .	心配していました 。
i wasn't done .	まだ終わってなかった 。
i wasn't home .	家にいなかった 。
i went aboard .	乗りました 。
i went hiking .	ハイキングに行きました 。
i went inside .	中に入りました 。
i will behave .	私は行動します 。
i will return .	戻ります 。
i woke you up .	起こしてしまいました 。
i wore a mask .	私はマスクをしていました 。
i work nights .	私は夜働いています 。
i worked hard .	私は一生懸命働きました 。
i write poems .	私は詩を書きます 。
i'd better go .	行った方がいいですよ 。
i'll allow it .	許可します 。
i'll be brief .	簡単に説明します 。
i'll be going .	行きます 。
i'll be ready .	準備はできていますよ 。
i'll be there .	私はそこにいます 。
i'll buy that .	それを買います 。
i'll buy this .	これを買います 。
i'll call him .	彼に電話します 。
i'll call you .	電話します 。
i'll check in .	チェックインします 。
i'll clean up .	掃除します 。
i'll eat here .	ここで食べます 。
i'll find you .	見つけます 。
i'll get help .	助けてもらいます 。
i'll get lost .	迷ってしまいます 。
i'll get some .	いくつかもらいます 。
i'll get them .	もらいます 。
i'll get this .	これをもらいます 。
i'll go ahead .	先に行きます 。
i'll go check .	確認してみます 。
i'll go first .	私が先に行きます 。
i'll help you .	私がお手伝いします 。
i'll join you .	私も参加します 。
i'll kill him .	私が彼を殺します 。
i'll kill you .	あなたを殺します 。
i'll miss you .	寂しくなりますね 。
i'll prove it .	私が証明してみます 。
i'll save you .	私があなたを救います 。
i'll show you .	見せてあげるよ 。
i'll stop now .	もうやめます 。
i'll take him .	私が彼を連れて行きます 。
i'll take one .	一ついただきます 。
i'll tell you .	教えます 。
i'll try that .	それを試してみます 。
i'll warn tom .	トムに警告しておきます 。
i'll watch tv .	テレビを見ます 。
i'll watch it .	見ます 。
i'm a dentist .	私は歯医者です 。
i'm a patient .	私は患者です 。
i'm a student .	私は学生です 。
i'm a teacher .	私は教師です 。
i'm a tourist .	私は観光客です 。
i'm a trainee .	私は研修生です 。
i'm adaptable .	私は順応性があります 。
i'm afraid so .	残念ですが 。
i'm all alone .	私は一人ぼっちです 。
i'm all right .	大丈夫です 。
i'm all yours .	大丈夫です 。
i'm ambitious .	私は野心家です 。
i'm an artist .	私はアーティストです 。
i'm an orphan .	私は孤児です 。
i'm attentive .	私は気をつけています 。
i'm available .	私は利用可能です 。
i'm beautiful .	私は美しいです 。
i'm bilingual .	私はバイリンガルです 。
i'm busy , too .	私も忙しいです 。
i'm committed .	私はコミットしています 。
i'm concerned .	心配です 。
i'm confident .	私は自信を持っています 。
i'm contented .	私は満足しています 。
i'm convinced .	私は確信しています 。
i'm dedicated .	私は専念しています 。
i'm delighted .	嬉しいです 。
i'm depressed .	私は落ち込んでいます 。
i'm desperate .	私は必死です 。
i'm different .	私は違います 。
i'm disgusted .	嫌だ 。
i'm easygoing .	私は気楽です 。
i'm exhausted .	疲れた 。
i'm expecting .	期待しています 。
i'm forgetful .	私は忘れっぽいです 。
i'm home , tom .	ただいま、トム 。
i'm hung over .	二日酔いです 。
i'm impatient .	せっかちです 。
i'm important .	私は重要です 。
i'm impressed .	感動しました 。
i'm impulsive .	私は衝動的です 。
i'm in boston .	私はボストンにいます 。
i'm in danger .	私は危険にさらされています 。
i'm intrigued .	興味があります 。
i'm just lazy .	私はただ怠け者です 。
i'm listening .	聞いています 。
i'm miserable .	私は惨めです 。
i'm motivated .	やる気があります 。
i'm no expert .	私は専門家ではありません 。
i'm not a cop .	私は警官ではありません 。
i'm not a fan .	私はファンではありません 。
i'm not a kid .	私は子供ではありません 。
i'm not alone .	私は一人ではありません 。
i'm not angry !	怒ってないよ ！
i'm not angry .	私は怒っていません 。
i'm not armed .	私は武装していません 。
i'm not blind .	私は盲目ではありません 。
i'm not crazy .	私は狂っていません 。
i'm not dying .	私は死んでいません 。
i'm not going .	行きません 。
i'm not happy .	嬉しくない 。
i'm not lying .	嘘は言ってないよ 。
i'm not naive .	私は世間知らずではありません 。
i'm not obese .	私は肥満ではありません 。
i'm not ready .	準備ができていません 。
i'm not short .	私は背が低いわけではありません 。
i'm not tired .	疲れていません 。
i'm not weird .	私は変じゃないよ 。
i'm not young .	私は若くない 。
i'm observant .	私は観察力があります 。
i'm on a diet .	私はダイエット中です 。
i'm on my way .	私は向かっています 。
i'm on parole .	私は仮釈放中です 。
i'm on strike .	私はストライキ中です 。
i'm plastered .	私は漆喰です 。
i'm powerless .	私は無力です 。
i'm realistic .	私は現実的です 。
i'm resentful .	憤慨しています 。
i'm resilient .	私は回復力があります 。
i'm satisfied .	満足しています 。
i'm saying no .	私はノーと言っています 。
i'm sensitive .	私は敏感です 。
i'm so hungry .	とてもお腹が空いています 。
i'm so lonely .	とても寂しいです 。
i'm so stupid .	私はとても愚かです 。
i'm surprised .	驚いています 。
i'm surviving .	私は生き残っています 。
i'm terrified .	怖いです 。
i'm the coach .	私はコーチです 。
i'm tired now .	もう疲れた 。
i'm too drunk .	酔っぱらってます 。
i'm uninsured .	私は無保険です 。
i'm unmarried .	私は未婚です 。
i'm very busy .	とても忙しいです 。
i'm very cold .	とても寒いです 。
i'm very lazy .	私はとても怠け者です 。
i'm very poor .	私はとても貧しいです 。
i'm voting no .	私はノーに投票します 。
i'm your boss .	私はあなたの上司です 。
i've finished .	終わった 。
i've found it .	見つけました 。
i've got eyes .	私には目がある 。
is tom around ?	トムはいますか ？
is he at home ?	彼は家にいますか ？
is he correct ?	彼は正しいですか ？
is he looking ?	彼は見ていますか ？
is it damaged ?	破損していますか ？
is it genuine ?	本物ですか ？
is it helping ?	それは役に立ちますか ？
is it my turn ?	私の番ですか ？
is it painful ?	痛いですか ？
is it raining ?	雨が降っていますか ？
is it serious ?	それは深刻ですか ？
is it snowing ?	雪が降っていますか ？
is it too big ?	大きすぎますか ？
is that a bat ?	それはコウモリですか ？
is that a cat ?	それは猫ですか ？
is that a fox ?	それはキツネですか ？
is that right ?	そうですか ？
is that weird ?	それは変ですか ？
is that yours ?	それはあなたのものですか ？
is there more ?	もっとありますか ？
is this a gag ?	これはギャグですか ？
is this legal ?	これは合法ですか ？
is this yours ?	これはあなたのものですか ？
isn't it nice ?	素敵じゃないですか ？
isn't it true ?	本当じゃないですか ？
it came apart .	バラバラになってしまいました 。
it can't wait .	待ちきれません 。
it feels good .	気持ちいいです 。
it gets worse .	悪化します 。
it had snowed .	雪が降っていました 。
it has a flaw .	欠陥があります 。
it has a leak .	漏れがあります 。
it hurts here .	ここが痛い 。
it is a curse .	それは呪いです 。
it is no joke .	冗談ではありません 。
it is snowing .	雪が降っています 。
it is the law .	それが法律です 。
it is too hot .	暑すぎます 。
it looks fine .	見た目は大丈夫です 。
it looks good .	見た目は良いです 。
it looks nice .	いいですね 。
it made sense .	それは理にかなっていました 。
it sickens me .	気分が悪くなる 。
it smells bad .	臭いです 。
it takes time .	時間がかかります 。
it was a bomb .	それは爆弾だった 。
it was a gift .	それは贈り物でした 。
it was a hoax .	それはデマでした 。
it was a joke .	それは冗談でした 。
it was a mess .	めちゃくちゃだった 。
it was a test .	それはテストだった 。
it was boring .	退屈だった 。
it was broken .	壊れていました 。
it was locked .	ロックされていました 。
it was simple .	それは簡単でした 。
it was superb .	素晴らしかったです 。
it wasn't him .	彼ではなかった 。
it went viral .	それは急速に広まりました 。
it won't hurt .	痛くないよ 。
it won't work .	それは機能しません 。
it works fine .	正常に動作します 。
it works well .	うまくいきます 。
it'll be easy .	それは簡単です 。
it'll go away .	それは消えてしまいます 。
it's a parody .	それはパロディです 。
it's a relief .	それは安心です 。
it's a rental .	レンタルです 。
it's a sequel .	続編です 。
it's a weapon .	それは武器です 。
it's adorable .	愛らしいです 。
it's all gone .	すべてなくなってしまった 。
it's all here .	すべてここにあります 。
it's all mine .	それはすべて私のものです 。
it's all over .	すべて終わった 。
it's all true .	それはすべて本当です 。
it's business .	それはビジネスです 。
it's close by .	近くにあります 。
it's exciting .	とてもエキサイティングです 。
it's fall now .	今は秋です 。
it's for free .	それは無料です 。
it's gorgeous .	素晴らしいです 。
it's instinct .	それは本能です 。
it's midnight .	深夜です 。
it's my treat .	それは私のおごりです 。
it's not cool .	クールじゃないよ 。
it's not easy .	それは簡単ではありません 。
it's not fair .	それは不公平です 。
it's not fake .	偽物ではありません 。
it's not hard .	難しいことではありません 。
it's not here .	ここにはありません 。
it's not mine .	それは私のものではありません 。
it's not real .	それは本物ではありません 。
it's not safe .	安全ではありません 。
it's not true .	それは本当ではありません 。
it's now 2:30 .	今は2時30分です 。
it's obsolete .	それは時代遅れです 。
it's occupied .	占領されています 。
it's our duty .	それは私たちの義務です 。
it's outdated .	それは時代遅れです 。
it's pathetic .	情けないです 。
it's personal .	それは個人的なものです 。
it's possible .	それは可能です 。
it's so clean .	とてもきれいです 。
it's stealing .	それは盗んでいる 。
it's suicidal .	それは自殺行為だ 。
it's terrible .	ひどいです 。
it's the best .	最高です 。
it's the cops !	それは警察だ ！
it's too cold .	寒すぎるよ 。
it's too dark .	暗すぎます 。
it's too easy .	簡単すぎます 。
it's too hard .	大変です 。
it's too late .	もう手遅れです 。
it's too loud .	うるさすぎる 。
it's too thin .	薄すぎるよ 。
it's unlikely .	それはありそうにありません 。
it's unlocked .	ロックが解除されています 。
it's upstairs .	上の階です 。
it's very big .	とても大きいです 。
it's very dry .	とても乾燥しています 。
it's very low .	とても低いです 。
it's worth it .	それは価値があります 。
just a minute .	ちょっと待ってください 。
just be quiet .	ただ静かにしてください 。
just leave it .	そのままにしておいてください 。
just trust me .	私を信じてください 。
keep tom safe .	トムを安全に保ってください 。
keep in touch !	連絡を取り合う ！
keep in touch .	連絡を取り合う 。
learn italian .	イタリア語を学びます 。
let tom sleep .	トムを寝かせてください 。
let her sleep .	彼女を寝かせてください 。
let me finish .	最後にさせてください 。
let me see it .	見せてください 。
let me try it .	試してみます 。
let's ask him .	彼に聞いてみましょう 。
let's do this .	これをやってみましょう 。
let's drop it .	それを落としましょう 。
let's go away .	行きましょう 。
let's go , tom .	行きましょう、トム 。
let's proceed .	続けましょう 。
life is crazy .	人生は狂っている 。
life is short .	人生は短い 。
life is sweet .	人生は甘い 。
lock the door !	ドアをロックしてください ！
lock the door .	ドアをロックしてください 。
look up there .	そこを見上げてください 。
love is blind .	恋は盲目 。
luck is blind .	運は盲目です 。
make a choice .	選択してください 。
make an offer .	オファーを出します 。
make it quick .	早くしてください 。
make me happy .	私を幸せにしてください 。
make your bed .	ベッドを整えてください 。
man is mortal .	人間は死すべき存在です 。
mary is weird .	メアリーは変だ 。
may i ask why ?	理由を聞いてもいいですか ？
may i come in ?	入ってもいいですか ？
may i go home ?	家に帰ってもいいですか ？
men never cry .	男は決して泣かない 。
my back aches .	背中が痛いです 。
my dog ate it .	私の犬がそれを食べました 。
my dog is big .	私の犬は大きいです 。
my feet stink .	足が臭いです 。
my foot hurts .	足が痛いです 。
my name's tom .	私の名前はトムです 。
never give up .	決してあきらめない 。
no one saw me .	誰も私を見ませんでした 。
no one saw us .	誰も私たちを見ませんでした 。
no one's here .	ここには誰もいません 。
no one's home .	誰も家にいない 。
no , he didn't .	いいえ、彼はしませんでした 。
no , you can't .	いいえ、できません 。
nobody got up .	誰も起きなかった 。
nobody saw me .	誰も私を見ませんでした 。
nobody's busy .	誰も忙しくありません 。
now means now .	今は今という意味です 。
oh , i'm sorry .	ああ、ごめんなさい 。
open the door .	ドアを開けてください 。
open the safe .	金庫を開けます 。
our team lost .	私たちのチームは負けました 。
out of my way !	邪魔にならない ！
pick a number .	番号を選択してください 。
pick a weapon .	武器を選ぶ 。
please fix it .	修正してください 。
please get in .	入ってください 。
quiet , please .	静かにしてください 。
quit gambling .	ギャンブルをやめる 。
read after me .	私の後に読んでください 。
read it to me .	読んであげてください 。
