go .	行く 。
tom is in there alone .	トムは一人でそこにいる 。
tom is just different .	トムはただ違う 。
tom is kind of creepy .	トムはなんだか不気味だ 。
tom is likely to fail .	トムは失敗する可能性が高いです 。
tom is making a video .	トムはビデオを作成しています 。
tom is not a criminal .	トムは犯罪者ではありません 。
tom is not interested .	トムは興味がありません 。
tom is now in custody .	トムは現在拘留されています 。
tom is obviously busy .	トムは明らかに忙しいです 。
tom is our best pilot .	トムは私たちの最高のパイロットです 。
tom is reading a book .	トムは本を読んでいます 。
tom is ready to begin .	トムは始める準備ができています 。
tom is sadly mistaken .	トムは悲しいことに間違っています 。
tom is still in shock .	トムはまだショックを受けています 。
tom is too old for me .	トムは私には年をとりすぎています 。
tom is trying to quit .	トムは辞めようとしています 。
tom is very efficient .	トムはとても有能です 。
tom is writing a book .	トムは本を書いています 。
tom isn't cooperative .	トムは協力的ではありません 。
tom isn't on facebook .	トムは Facebook をやっていません 。
tom isn't progressing .	トムは進んでいない 。
tom isn't so gullible .	トムはそれほどだまされにくいです 。
tom just contacted us .	トムから連絡がありました 。
tom kissed his cousin .	トムは彼のいとこにキスをした 。
tom knocked mary down .	トムはメアリーをノックダウンした 。
tom knows how to dive .	トムはダイビングの仕方を知っています 。
tom knows that's true .	トムはそれが本当だと知っています 。
tom knows you're here .	トムはあなたがここにいるのを知っています 。
tom laughed nervously .	トムは緊張して笑った 。
tom left empty-handed .	トムは手ぶらで去った 。
tom left the building .	トムは建物を出ました 。
tom lied to all of us .	トムは私たち全員に嘘をつきました 。
tom liked what he saw .	トムは見たものが気に入った 。
tom likes skiing , too .	トムもスキーが好きです 。
tom likes watching tv .	トムはテレビを見るのが好きです 。
tom looked interested .	トムは興味を持ったようです 。
tom looks like a girl .	トムは女の子のように見えます 。
tom lost 30 kilograms .	トムは30キロ体重を減らしました 。
tom lost his umbrella .	トムは傘をなくしました 。
tom lowered his sword .	トムは剣を下ろした 。
tom made a pilgrimage .	トムは巡礼をしました 。
tom made an exception .	トムは例外を作りました 。
tom made that himself .	トム自身が作ったものです 。
tom made three errors .	トムは3つの間違いを犯しました 。
tom means a lot to me .	トムは私にとってとても大切な存在です 。
tom must be tired now .	トムはもう疲れているに違いない 。
tom needed a good job .	トムには良い仕事が必要だった 。
tom never kissed mary .	トムはメアリーに一度もキスしたことがない 。
tom often tells jokes .	トムはよくジョークを言います 。
tom painted the fence .	トムはフェンスを塗りました 。
tom played his violin .	トムはバイオリンを弾きました 。
tom played the violin .	トムはバイオリンを弾きました 。
tom plugged in the tv .	トムはテレビに接続しました 。
tom ran at full speed .	トムは全速力で走った 。
tom respects everyone .	トムはみんなを尊敬します 。
tom said he knew mary .	トムはメアリーを知っていると言った 。
tom said he was alone .	トムは一人だと言った 。
tom said he would try .	トムはやってみると言った 。
tom says he knows you .	トムはあなたのことを知っていると言っています 。
tom says that's a lie .	トムはそれは嘘だと言います 。
tom scrubbed his feet .	トムは足をこすった 。
tom searched the room .	トムは部屋を探しました 。
tom seemed distracted .	トムは気が散ったようだった 。
tom set the bird free .	トムは鳥を放してあげた 。
tom showed me the way .	トムが道を教えてくれました 。
tom sipped his coffee .	トムはコーヒーをすすりました 。
tom still despises me .	トムは今でも私を軽蔑しています 。
tom swam to the shore .	トムは岸まで泳いでいきました 。
tom talks like a girl .	トムは女の子のように話します 。
tom taught me to sing .	トムは私に歌を教えてくれました 。
tom teaches me french .	トムは私にフランス語を教えてくれます 。
tom teaches us french .	トムは私たちにフランス語を教えてくれます 。
tom thinks i'm stupid .	トムは私が愚かだと思っている 。
tom took mary's money .	トムはメアリーのお金を受け取りました 。
tom took all my stuff .	トムは私のものをすべて持って行きました 。
tom took another bite .	トムはまた一口食べた 。
tom took off his belt .	トムはベルトを外した 。
tom took surf lessons .	トムはサーフィンのレッスンを受けました 。
tom tore up the paper .	トムは紙を破りました 。
tom tried to hit mary .	トムはメアリーを殴ろうとした 。
tom tried to run away .	トムは逃げようとした 。
tom underwent surgery .	トムは手術を受けました 。
tom wanted to be sure .	トムはそれを確かめたかったのです 。
tom wants answers now .	トムは今すぐ答えを求めています 。
tom wants to be liked .	トムは好かれたいと思っています 。
tom wants to help out .	トムは手伝いたいと思っています 。
tom wants to know why .	トムはその理由を知りたがっています 。
tom was a bit jealous .	トムは少し嫉妬していました 。
tom was a blackmailer .	トムは恐喝者だった 。
tom was a drug addict .	トムは麻薬中毒者でした 。
tom was an accountant .	トムは会計士でした 。
tom was awfully bored .	トムはひどく退屈していた 。
tom was brokenhearted .	トムは失恋した 。
tom was given a medal .	トムはメダルを授与されました 。
tom was great tonight .	今夜のトムは素晴らしかった 。
tom was in good shape .	トムは調子が良かった 。
tom was in the shower .	トムはシャワーを浴びていました 。
tom was late for work .	トムは仕事に遅れました 。
tom was my first boss .	トムは私の最初の上司でした 。
tom was my role model .	トムは私のロールモデルでした 。
tom was quiet all day .	トムは一日中静かでした 。
tom was ready to jump .	トムはジャンプする準備ができていました 。
tom wasn't here today .	トムは今日ここにいませんでした 。
tom wasn't in a hurry .	トムは急いでいませんでした 。
tom wasn't my husband .	トムは私の夫ではありませんでした 。
tom wasn't shy at all .	トムはまったく恥ずかしがりませんでした 。
tom went home at 6:30 .	トムは6時半に家に帰りました 。
tom went skiing alone .	トムは一人でスキーに行きました 。
tom went to australia .	トムはオーストラリアへ行きました 。
tom will be overjoyed .	トムは大喜びするでしょう 。
tom will go ballistic .	トムはバリスティックに行きます 。
tom will never change .	トムは決して変わりません 。
tom will probably win .	トムはおそらく勝つだろう 。
tom will stay with us .	トムは私たちと一緒にいます 。
tom will surely agree .	トムもきっと同意するだろう 。
tom won't be arrested .	トムは逮捕されないでしょう 。
tom won't leave early .	トムは早く出発しません 。
tom won't wait for me .	トムは私を待ってくれません 。
tom won't wait for us .	トムは私たちを待ってくれません 。
tom worked until 2:30 .	トムは２時半まで働きました 。
tom works as a waiter .	トムはウェイターとして働いています 。
tom works for the fbi .	トムはfbiで働いています 。
tom wrote to a friend .	トムは友人に手紙を書きました 。
tom's answer is wrong .	トムの答えは間違っています 。
tom's boat was stolen .	トムのボートが盗まれました 。
tom's car caught fire .	トムの車が炎上した 。
tom's dog attacked me .	トムの犬が私を襲いました 。
tom's dog is very big .	トムの犬はとても大きいです 。
tom's good at his job .	トムは仕事が上手です 。
tom's leg is bleeding .	トムの足は血を流しています 。
tom's window was open .	トムの窓は開いていた 。
tom , look what we did .	トム、私たちがやったことを見てください 。
tomorrow is christmas .	明日はクリスマスです 。
tomorrow is a holiday .	明日は休日です 。
tomorrow's my day off .	明日は休みです 。
turn in your homework .	宿題を提出してください 。
turn the page , please .	ページをめくってください 。
two seats were vacant .	2席空いていました 。
two women are singing .	二人の女性が歌っています 。
tyranny is everywhere .	圧制はどこにでもあります 。
wait here for a while .	ここでしばらくお待ちください 。
war is not inevitable .	戦争は避けられない 。
was anybody else hurt ?	他に怪我をした人はいませんか ？
was that another joke ?	それはまた冗談だったのか ？
was there much damage ?	大きな被害がありましたか ？
wash your hands first .	まず手を洗ってください 。
watch out for the car !	車に気をつけてください ！
we accepted his offer .	私たちは彼の申し出を受け入れました 。
we accomplished a lot .	私たちは多くのことを達成しました 。
we agreed to the plan .	私たちはその計画に同意しました 。
we all agree with you .	私たち全員があなたに同意します 。
we all got distracted .	私たちは皆気が散ってしまいました 。
we all got in the car .	みんなで車に乗りました 。
we all sang in unison .	私たちは皆で声を合わせて歌いました 。
we already tried that .	私たちはすでにそれを試しました 。
we are short of money .	私たちはお金が不足しています 。
we are the new owners .	私たちが新しい所有者です 。
we brought it with us .	私たちはそれを持って行きました 。
we can live with that .	私たちはそれで生きていけます 。
we can't back out now .	もう後戻りはできません 。
we can't go right now .	今は行けません 。
we can't help tom now .	今はトムを助けることはできません 。
we can't see anything .	何も見えません 。
we can't tell anybody .	誰にも言えません 。
we can't tow this car .	この車を牽引することはできません 。
we captured the thief .	私たちは泥棒を捕まえました 。
we certainly hope not .	私たちは決してそうならないことを望みます 。
we could go there now .	今ならそこに行けるでしょう 。
we could make a salad .	サラダを作ることができます 。
we could write a book .	本が書けるでしょう 。
we could've done that .	私たちならそれができたでしょう 。
we did that yesterday .	昨日それをしました 。
we didn't see anybody .	誰にも会わなかった 。
we don't always agree .	私たちは常に同意するとは限りません 。
we don't have secrets .	私たちには秘密はありません 。
we don't want to know .	私たちは知りたくないのです 。
we don't want to wait .	待ちたくない 。
we gave it to the man .	私たちはそれをその男性にあげました 。
we got along famously .	私たちは仲良くなったのは有名です 。
we had a little water .	少し水がありました 。
we had fun , didn't we ?	楽しかったですよね ？
we had nothing to eat .	私たちは何も食べるものがありませんでした 。
we have a lot of time .	時間はたくさんあります 。
we have a reservation .	ご予約がございます 。
we have no complaints .	苦情はありません 。
we have three of them .	うちには3つあります 。
we have three options .	選択肢は 3 つあります 。
we have time to spare .	私たちは時間に余裕があります 。
we have to be careful .	私たちは注意しなければなりません 。
we have two daughters .	私たちには2人の娘がいます 。
we hoped you'd forget .	私たちはあなたが忘れてくれることを願っていました 。
we just have to do it .	それをやるしかない 。
we knelt down to pray .	私たちはひざまずいて祈りました 。
we know tom can't win .	トムが勝てないことはわかっています 。
we know all about you .	私たちはあなたのことをすべて知っています 。
we left the door open .	私たちはドアを開けたままにしておきました 。
we live in a big city .	私たちは大都市に住んでいます 。
we lost a lot of time .	かなりの時間をロスしてしまいました 。
we love our customers .	私たちはお客様を愛しています 。
we met at summer camp .	私たちはサマーキャンプで会いました 。
we miss you very much .	あなたがいなくてとても寂しいです 。
we must do it quickly .	急いでやらなければなりません 。
we must start at once .	すぐに始めなければなりません 。
we must study english .	私たちは英語を勉強しなければなりません 。
we need a distraction .	気を紛らわす必要がある 。
we need a little rest .	少し休息が必要です 。
we need authorization .	許可が必要です 。
we need new batteries .	新しい電池が必要です 。
we need to move ahead .	先に進む必要があります 。
we need to study more .	もっと勉強する必要があります 。
we needed information .	情報が必要でした 。
we often eat fish raw .	私たちはよく魚を生で食べます 。
we often eat raw fish .	私たちは生の魚をよく食べます 。
we ought to do better .	私たちはもっと良くするべきです 。
we ran short of money .	お金が不足してしまいました 。
we really need to win .	私たちは本当に勝つ必要があります 。
we really want to win .	私たちは本当に勝ちたいと思っています 。
we respect each other .	私たちはお互いを尊重しています 。
we rested for a while .	私たちはしばらく休みました 。
we saw it on the news .	ニュースで見ました 。
we should do our best .	私たちは最善を尽くすべきです 。
we should finish this .	これを終わらせなければなりません 。
we should get married .	私たちは結婚すべきです 。
we should go this way .	私たちはこの道を行くべきです 。
we should go to sleep .	私たちは寝るべきです 。
we should probably go .	おそらく行くべきでしょう 。
we should work faster .	もっと早く仕事をすべきだ 。
we sometimes see them .	時々見かけます 。
we still can't see it .	まだ見えません 。
we stood face to face .	私たちは向かい合って立っていた 。
we talked about music .	私たちは音楽について話しました 。
we talked for a while .	しばらく話し合った 。
we took turns driving .	私たちは交代で運転しました 。
we tried to stop them .	私たちは彼らを止めようとしました 。
we walked in the park .	私たちは公園を歩きました 。
we walked to the park .	私たちは公園まで歩きました 。
we want something new .	私たちは何か新しいものが欲しいです 。
we wear the same size .	私たちは同じサイズを着ています 。
we were all concerned .	私たちは皆心配していました 。
we were all disgusted .	私たちは皆うんざりしていました 。
we were kids together .	私たちは一緒に子供だった 。
we were playing chess .	私たちはチェスをしていました 。
we were playing rugby .	私たちはラグビーをしていました 。
we will not surrender .	私たちは降伏しません 。
we will soon take off .	もうすぐ離陸します 。
we work to earn money .	私たちはお金を稼ぐために働きます 。
we'd better get going .	始めたほうがいいよ 。
we'll all be together .	みんな一緒だよ 。
we'll be here all day .	私たちは一日中ここにいます 。
we'll begin work soon .	すぐに仕事を始めます 。
we'll come back later .	後で戻ってきます 。
we'll get another one .	もう一つ手に入れましょう 。
we'll give you a call .	電話いたします 。
we'll need their help .	彼らの助けが必要です 。
we'll never catch tom .	トムを捕まえることは決してできないでしょう 。
we'll travel together .	一緒に旅行しましょう 。
we're almost finished .	もうすぐ終わります 。
we're behind schedule .	予定より遅れています 。
we're closed tomorrow .	明日はお休みです 。
we're completely lost .	私たちは完全に道に迷ってしまった 。
we're dealing with it .	私たちはそれに対処しています 。
we're getting married .	私たちは結婚します 。
we're getting nowhere .	どこにも到達できません 。
we're glad to see you .	お会いできてうれしいです 。
we're in need of help .	私たちは助けを必要としています 。
we're just practicing .	私たちはただ練習しているだけです 。
we're learning french .	私たちはフランス語を勉強しています 。
we're leaving tonight .	私たちは今夜出発します 。
we're making progress .	私たちは進歩しています 。
we're nearly finished .	もうすぐ終わります 。
we're not going there .	私たちはそこには行きません 。
we're not proud of it .	私たちはそれを誇りに思っていません 。
we're not really sure .	よくわかりません 。
we're not responsible .	私たちは責任を負いません 。
we're not that stupid .	私たちはそこまで愚かではありません 。
we're not through yet .	まだ終わっていない 。
we're on our way home .	私たちは家に帰る途中です 。
we're so proud of you !	私たちはあなたをとても誇りに思います !
we're studying french .	私たちはフランス語を勉強しています 。
we've done all we can .	私たちはできることはすべてやりました 。
we've got a job to do .	私たちにはやるべき仕事がある 。
we've got to find tom .	トムを見つけなければなりません 。
we've got to get help .	助けてもらわなければなりません 。
we've had a complaint .	苦情がありました 。
we've missed the boat .	ボートに乗り遅れました 。
we've run out of beer .	ビールがなくなってしまった 。
we've run out of food .	食べ物がなくなってしまった 。
we've seen three wars .	私たちは3つの戦争を見てきました 。
weigh your words well .	自分の言葉をよく考えてください 。
well , i must be going .	そうですね、行かなければなりません 。
were you able to help ?	あなたは助けることができましたか ？
were you even tempted ?	あなたも誘惑されましたか ？
were you really angry ?	本当に怒っていましたか ？
were you spying on me ?	あなたは私をスパイしていましたか ？
what i can do for you ?	私があなたのために何ができるでしょうか ？
what i need is a beer .	私に必要なのはビールです 。
what a beautiful baby !	なんて美しい赤ちゃん ！
what a beautiful city !	なんて美しい街でしょう ！
what a beautiful town !	なんて美しい街でしょう ！
what a beautiful view !	なんて美しい景色でしょう ！
what a big boy tom is !	トムはなんて大きな男の子なんだろう ！
what a disappointment !	なんてがっかりしたことでしょう ！
what a fool i've been !	私はなんて愚かだったのでしょう ！
what a horrible thing !	何という恐ろしいことでしょう ！
what a stroke of luck !	何という幸運でしょう ！
what a waste of money !	なんというお金の無駄でしょう ！
what a waste of water !	なんという水の無駄でしょう ！
what a wonderful gift !	なんと素晴らしい贈り物でしょう ！
what a wonderful idea !	なんと素晴らしいアイデアでしょう ！
what a wonderful town !	なんて素晴らしい街でしょう ！
what about this dress ?	このドレスはどうですか ？
what am i agreeing to ?	私は何に同意しますか ？
what am i going to do ?	私は何をするつもりですか ？
what an exciting game !	なんてエキサイティングなゲームでしょう ！
what are the symptoms ?	症状は何ですか ?
what are they made of ?	それらは何でできていますか ？
what are we afraid of ?	私たちは何を恐れているのでしょうか ？
what are we all doing ?	私たちはみんな何をしているのですか ？
what are you doing up ?	何をしてるの ？
what are you drinking ?	何を飲んでいますか ？
what are you here for ?	何しに来たの ？
what are you implying ?	何を暗示しているのですか ？
what are you mumbling ?	何をつぶやいているのですか ？
what are you watching ?	何を見てますか ？
what book did you buy ?	何の本を買いましたか ？
what can i do for you ?	どういうご用件ですか ？
what can i do you for ?	私はあなたに何をしてあげられますか ？
what can i get rid of ?	何を取り除くことができますか ？
what can you make out ?	何が分かりますか ？
what can you teach me ?	何を教えてもらえますか ？
what caused the crash ?	クラッシュの原因は何ですか ?
what did tom discover ?	トムは何を発見しましたか ?
what did tom do today ?	トムは今日何をしましたか ?
what did tom do wrong ?	トムは何を間違ったのですか ?
what did tom show you ?	トムはあなたに何を見せましたか ？
what did he do to you ?	彼はあなたに何をしましたか ？
what did he look like ?	彼はどんな顔をしていましたか ？
what did he say again ?	彼はまた何と言ったのですか ？
what did his wife say ?	彼の妻は何と言ったのですか ？
what did it feel like ?	それはどんな感じでしたか ？
what did it look like ?	それはどのように見えましたか ？
what did you discover ?	何を発見しましたか ？
what did you do to it ?	あなたはそれに何をしましたか ？
what did you do today ?	今日は何をしましたか ？
what did you find out ?	何が分かりましたか ？
what did you just say ?	今何と言った ？
what did you see next ?	次に何を見ましたか ？
what did your mom say ?	お母さんは何と言った ？
what do i mean to you ?	あなたにとって私は何を意味しますか ？
what do announcers do ?	アナウンサーって何をするの ？
what do we have to do ?	私たちは何をしなければなりませんか ？
what do you call that ?	それを何と呼びますか ？
what do you call this ?	これを何と呼びますか ？
what do you look like ?	あなたはどんな感じの人ですか ？
what do you think now ?	今どう思いますか ？
what do you want then ?	それで何が欲しいのですか ？
what does your son do ?	あなたの息子は何をしますか ？
what else did tom say ?	トムは他に何と言ったのですか ？
what else did you eat ?	他に何を食べましたか ？
what else do you have ?	他に何がありますか ？
what else do you know ?	他に何を知っていますか ？
what else do you need ?	他に何が必要ですか ？
what else do you want ?	他に何が欲しいですか ？
what exactly happened ?	いったい何が起こったのか ？
what floats your boat ?	あなたのボートは何で浮かびますか ？
what grade are you in ?	あなたは何年生ですか ？
what happened exactly ?	正確に何が起こったのですか ？
what happened in here ?	ここで何が起こったのですか ？
what happens tomorrow ?	明日は何が起こるの ？
what horrible weather !	なんとひどい天気だろう ！
what if i'm not lucky ?	運が悪かったらどうするの ？
what if tom finds out ?	トムが知ったらどうする ？
what if it's too late ?	手遅れになったらどうしますか ？
what if they're wrong ?	彼らが間違っていたらどうしますか ？
what is going on here ?	ここで何が起こっているのですか ？
what is his shoe size ?	彼の靴のサイズは何ですか ?
what is in the garden ?	庭には何がありますか ？
what is on channel 10 ?	チャンネル10には何がありますか ？
what is the cat up to ?	猫は何をしているのですか ？
what is the emergency ?	緊急事態は何ですか ？
what is the next stop ?	次の停留所は何ですか ?
what is this nonsense ?	このナンセンスは何ですか ？
what is two times two ?	2 かける 2 とは何ですか ?
what is your decision ?	あなたの決断は何ですか ？
what made her do that ?	何が彼女にそんなことをさせたのか ？
what more do you need ?	これ以上何が必要ですか ？
what more do you want ?	これ以上何が欲しいのですか ？
what on earth is that ?	それは一体何ですか ？
what ship were you on ?	どの船に乗っていましたか ？
what should i do next ?	次は何をすればいいですか ？
what should i name it ?	何と名付ければいいでしょうか ？
what time did tom eat ?	トムは何時に食べましたか ?
what time did you eat ?	何時に食べましたか ？
what took you so long ?	何にそんなに時間がかかったのですか ？
what was the question ?	質問は何でしたか ？
what will it all cost ?	全部でいくらかかりますか ？
what would cause that ?	何が原因でしょうか ？
what would cause this ?	何が原因でしょうか ？
what'd the doctor say ?	医者は何と言った ？
what're you doing now ?	今何してるの ？
what's tom doing here ?	トムはここで何をしているのですか ？
what's all that about ?	それは一体何ですか ？
what's all the ruckus ?	一体何の騒ぎなの ？
what's all this noise ?	この騒音は何ですか ？
what's all this stuff ?	これは一体何ですか ？
what's happened to us ?	私たちに何が起こったのですか ？
what's happening here ?	ここで何が起こっているのですか ？
what's he doing there ?	彼はそこで何をしているのですか ？
what's her name again ?	また彼女の名前は何ですか ？
what's his first name ?	彼の名前は何ですか ?
what's in that bottle ?	その瓶の中には何が入っていますか ？
what's in the package ?	パッケージには何が入っていますか ？
what's in these boxes ?	これらの箱には何が入っていますか ？
what's in those boxes ?	それらの箱には何が入っていますか ？
what's it going to be ?	どうなるの ？
what's my room number ?	私の部屋番号は何ですか ?
what's taking so long ?	何がそんなに時間がかかるの ？
what's that dog doing ?	あの犬は何をしているのですか ？
what's that red stuff ?	あの赤いものは何ですか ？
what's that scar from ?	その傷は何からですか ？
what's the daily rate ?	日割りはいくらですか ？
what's the date today ?	今日は何の日ですか ？
what's the difference ?	違いは何ですか ？
what's the magic word ?	魔法の言葉は何ですか ？
what's the matter now ?	今どうしたの ？
what's the text about ?	本文は何についてですか ？
what's this all about ?	これは一体何ですか ？
what's with everybody ?	みんなはどうしたの ？
what's wrong with you ?	どうしたの ？
what's your diagnosis ?	あなたの診断は何ですか ？
what's your full name ?	あなたのフルネームは何ですか ？
what's your last name ?	あなたの姓は何ですか ？
what's your real name ?	あなたの本当の名前は何ですか ？
what's your shoe size ?	あなたの靴のサイズは何ですか ？
whatever he says goes .	彼の言うことは何でも通る 。
when did tom say that ?	トムはいつそれを言いましたか ?
when did you buy that ?	それはいつ買いましたか ？
when did you find out ?	いつ知りましたか ？
when did you fire tom ?	いつトムを解雇したのですか ？
when did you get this ?	これはいつ入手しましたか ?
when did you meet her ?	彼女にいつ会ったのですか ？
when did you say that ?	いつそれを言いましたか ？
when is the paper due ?	論文の提出期限はいつですか ?
when is your birthday ?	あなたの誕生日はいつですか ？
when was this decided ?	これはいつ決まったのですか ？
when will he be freed ?	彼はいつ解放されるのでしょうか ？
when will it be ready ?	いつ準備が整いますか ？
when will you be back ?	いつ戻ってきますか ？
when will you be free ?	いつ自由になりますか ？
where are my children ?	私の子供たちはどこにいるのですか ？
where are my slippers ?	私のスリッパはどこですか ？
where are my trousers ?	私のズボンはどこですか ？
where are our friends ?	私たちの友達はどこですか ？
where are the glasses ?	メガネはどこですか ？
where are the showers ?	シャワーはどこにありますか ？
where are the toilets ?	トイレはどこですか ？
where are you heading ?	どこに向かっているのですか ？
where are you staying ?	どこに滞在していますか ？
where are you working ?	どこで働いていますか ？
where are your gloves ?	手袋はどこにありますか ？
where are your people ?	あなたの人々はどこにいるのですか ？
where are your things ?	あなたの物はどこにありますか ？
where can i reach you ?	どこに連絡できますか ?
where did you grow up ?	どこで育ちましたか ？
where did you guys go ?	みんなどこに行ったの ？
where did you hide it ?	どこに隠したの ？
where did you see her ?	どこで彼女を見ましたか ？
where do you all live ?	皆さんはどこに住んでいますか ？
where do you live now ?	あなたは今どこに住んでいますか ？
where do you work now ?	あなたは今どこで働いていますか ？
where exactly are you ?	いったいどこにいるの ？
where is tom sleeping ?	トムはどこで寝ていますか ？
where is my newspaper ?	私の新聞はどこですか ？
where is the bathroom ?	化粧室はどこですか ？
where is the bus stop ?	バス停はどこですか ？
where is the elevator ?	エレベーターはどこですか ？
where is the evidence ?	証拠はどこにありますか ？
where is your luggage ?	あなたの荷物はどこですか ？
where should i put it ?	どこに置けばいいですか ？
where was your father ?	あなたのお父さんはどこにいましたか ？
where were all of you ?	みんなどこにいたの ？
where were the others ?	他の人たちはどこにいたのですか ？
where were the police ?	警察はどこにいたのですか ？
where were they going ?	彼らはどこへ行っていたのですか ？
where're tom's things ?	トムのものはどこですか ？
where's everyone else ?	他のみんなはどこにいるの ？
where's my microphone ?	私のマイクはどこですか ？
where's the red cross ?	赤十字はどこですか ？
where's the newspaper ?	新聞はどこですか ？
where's your daughter ?	あなたの娘はどこですか ？
where's your passport ?	あなたのパスポートはどこですか ？
where's your suitcase ?	あなたのスーツケースはどこですか ？
which is your luggage ?	あなたの荷物はどれですか ？
which team are you on ?	あなたはどのチームにいますか ？
who am i talking with ?	私は誰と話していますか ？
who are you afraid of ?	あなたは誰を恐れていますか ？
who are you to decide ?	あなたは誰を決めますか ？
who asked tom to sing ?	誰がトムに歌うように頼んだの ?
who asked you to sing ?	誰があなたに歌うように頼んだのですか ？
who broke this window ?	誰がこの窓を割ったのですか ？
who built the snowman ?	雪だるまを作ったのは誰ですか ?
who cares about facts ?	誰が事実を気にしますか ？
who closed the window ?	誰が窓を閉めましたか ？
who crashed the party ?	誰がパーティーを潰したの ？
who did you come with ?	誰と一緒に来たのですか ？
who did you talk with ?	誰と話しましたか ？
who do you think i am ?	私を誰だと思いますか ？
who does he look like ?	彼は誰に似ていますか ？
who else is out there ?	他に誰がいますか ？
who exactly were they ?	彼らは一体何者だったのでしょうか ？
who has a better idea ?	誰がより良いアイデアを持っていますか ？
who helps your mother ?	誰があなたのお母さんを手伝いますか ？
who hid my suspenders ?	私のサスペンダーを隠したのは誰ですか ？
who is standing there ?	そこに立っているのは誰ですか ？
who is that gentleman ?	あの紳士は誰ですか ？
who is that old woman ?	あの老婦人は誰ですか ？
who planned that trip ?	誰がその旅行を計画しましたか ?
who should we believe ?	誰を信じるべきですか ？
who takes care of you ?	誰があなたの世話をしますか ？
who taught you french ?	誰があなたにフランス語を教えましたか ？
who told tom to leave ?	誰がトムに帰るように言ったの ?
who told you all that ?	誰がそんなこと言ったの ？
who told you the news ?	誰がそのニュースをあなたに伝えましたか ？
who tried to kill tom ?	トムを殺そうとしたのは誰ですか ?
who wants to go first ?	誰が最初に行きたいですか ？
who will come with me ?	誰が私と一緒に来ますか ？
who wrote this letter ?	この手紙を書いたのは誰ですか ?
who's in command here ?	ここの指揮官は誰ですか ？
who's working tonight ?	今夜は誰が働いていますか ？
who's your girlfriend ?	あなたの彼女は誰ですか ？
whose bicycle is that ?	それは誰の自転車ですか ？
whose bicycle is this ?	この自転車は誰の自転車ですか ？
whose books are these ?	これらは誰の本ですか ？
whose books are those ?	それらの本は誰の本ですか ？
whose handbag is this ?	このハンドバッグは誰のものですか ？
whose is this bicycle ?	この自転車は誰のものですか ？
whose shoes are these ?	これは誰の靴ですか ？
whose side are you on ?	あなたはどちらの側ですか ？
whose turn is it next ?	次は誰の番ですか ？
why are they fighting ?	なぜ彼らは戦っているのですか ？
why are they so upset ?	なぜ彼らはそんなに動揺しているのですか ？
why are we doing this ?	なぜ私たちはこれをやっているのですか ？
why are we here today ?	なぜ私たちは今日ここにいるのですか ？
why are you depressed ?	なぜ落ち込んでいるのですか ？
why are you even here ?	なぜここにいるのですか ？
why are you flinching ?	なぜ怯んでいるのですか ？
why are you irritated ?	なぜイライラしているのですか ？
why are you mad at me ?	なぜ私に怒っているのですか ？
why are you so clumsy ?	なぜそんなに不器用なのですか ？
why are you so hungry ?	なぜそんなにお腹が空いているのですか ？
why are you surprised ?	なぜ驚いているのですか ？
why can't we talk now ?	なぜ今話せないのですか ？
why did they hire you ?	なぜ彼らはあなたを雇ったのですか ？
why did you back away ?	なぜ後退したのですか ？
why did you buy a car ?	なぜ車を買いましたか ？
why did you come here ?	なぜここに来たのですか ？
why did you lie to me ?	なぜ私に嘘をついたのですか ？
why did you marry him ?	なぜ彼と結婚したのですか ？
why do people do this ?	なぜ人はこんなことをするのか ？
why do we have dreams ?	なぜ私たちは夢を見るのでしょうか ？
why do you have to go ?	なぜ行かなければならないのですか ？
why do you think that ?	なぜそう思いますか ？
why do you want a dog ?	なぜ犬が欲しいのですか ？
why don't i drive you ?	なぜ私があなたを運転しないのですか ？
why don't you come in ?	なぜ入ってこないのですか ？
why don't you give up ?	なぜ諦めないのですか ？
why don't you grow up ?	なぜ成長しないのですか ？
why don't you help us ?	なぜ私たちを助けてくれないのですか ？
why don't you join me ?	一緒に参加しませんか ？
why don't you join us ?	私たちに参加してみませんか ？
why don't you love me ?	なぜ私を愛さないのですか ？
why don't you shut up ?	なぜ黙らないのですか ？
why is tom still here ?	なぜトムはまだここにいるのですか ？
why is she doing this ?	なぜ彼女はこれをしているのですか ？
why is she so popular ?	なぜ彼女はそんなに人気があるのですか ？
why is the plane late ?	なぜ飛行機が遅れているのですか ？
why is the train late ?	なぜ電車が遅れているのですか ？
why is this door open ?	なぜこのドアが開いているのですか ？
why is this happening ?	なぜこれが起こっているのですか ？
why not just tell tom ?	なぜトムに伝えてみないのですか ？
why should anyone pay ?	なぜ誰もが支払わなければならないのですか ？
why shouldn't i do it ?	なぜそれをしてはいけないのですか ？
why were you laughing ?	なぜ笑っていたのですか ？
why would i know that ?	なぜ私がそれを知っているのでしょうか ？
why would i want this ?	なぜこれが欲しいのですか ？
why would tom be here ?	なぜトムはここにいるのでしょうか ？
why would you want me ?	なぜ私が欲しいのですか ？
why's tom always here ?	なぜトムはいつもここにいるのですか ？
will he come tomorrow ?	彼は明日来ますか ？
will it clear up soon ?	すぐに晴れますか ？
will it rain tomorrow ?	明日は雨が降りますか ？
will that really work ?	それは本当にうまくいきますか ？
will this satisfy you ?	これで満足できますか ？
will you accompany me ?	一緒に行ってくれますか ？
will you take me home ?	私を家に連れて帰ってくれますか ？
